EDR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,_x,_y,Gmag,BP-RP,e_Gmag,e_BP-RP
4800,116.3777,-23.6966,0.32,0.104,-1.773,0.079,2.386,0.098,0.156,0.217,17.841,1.605,0.008,0.093
4801,116.3782,-23.6967,0.429,0.026,-2.227,0.02,2.196,0.023,0.156,0.217,15.279,0.929,0.003,0.007
4802,116.3826,-23.7043,0.471,0.018,-5.451,0.014,1.775,0.016,0.148,0.221,14.1,0.75,0.003,0.005
4803,116.349,-23.7062,0.297,0.133,-1.876,0.1,3.034,0.126,0.147,0.19,18.378,1.044,0.003,0.016
4804,116.3642,-23.7044,0.288,0.09,-1.493,0.071,2.417,0.08,0.148,0.204,17.766,1.011,0.003,0.011
4805,116.3561,-23.7026,0.268,0.04,-1.477,0.03,3.674,0.035,0.15,0.197,16.168,1.0,0.003,0.006
4806,116.353,-23.698,0.4,0.032,-3.542,0.025,3.172,0.03,0.155,0.194,15.757,0.898,0.003,0.005
4807,116.3632,-23.7007,0.209,0.148,-2.64,0.108,5.54,0.133,0.152,0.204,18.475,1.184,0.003,0.021
4808,116.3707,-23.6972,0.548,0.1,-6.499,0.079,6.114,0.091,0.156,0.21,17.917,1.324,0.003,0.011
4809,116.3693,-23.6939,0.169,0.187,-3.658,0.14,3.181,0.171,0.159,0.209,18.835,1.341,0.003,0.026
4810,116.3705,-23.7011,0.317,0.04,-4.891,0.03,5.707,0.036,0.152,0.21,16.179,0.919,0.003,0.005
4811,116.3765,-23.6947,0.212,0.038,-0.214,0.029,0.792,0.033,0.158,0.216,16.092,1.702,0.003,0.005
4812,116.3673,-23.6844,0.383,0.056,-1.159,0.043,1.243,0.05,0.168,0.207,16.876,1.088,0.003,0.007
4813,116.3709,-23.6919,0.78,0.036,-0.92,0.027,0.593,0.033,0.161,0.211,15.962,0.955,0.003,0.005
4814,116.3685,-23.6894,0.373,0.04,-1.986,0.031,1.672,0.035,0.163,0.208,16.005,0.999,0.003,0.005
4815,116.3647,-23.6878,0.394,0.038,-2.162,0.028,1.581,0.035,0.165,0.205,15.96,0.97,0.003,0.005
4816,116.3697,-23.7002,0.285,0.022,-2.299,0.017,2.364,0.021,0.153,0.209,14.913,0.503,0.003,0.005
4817,116.3647,-23.6994,0.289,0.045,-2.384,0.034,2.545,0.041,0.153,0.205,16.413,0.897,0.003,0.006
4818,116.3832,-23.6909,0.349,0.122,-1.57,0.09,3.173,0.111,0.162,0.222,18.141,1.169,0.003,0.015
4819,116.3903,-23.689,0.257,0.091,-1.468,0.069,4.134,0.079,0.164,0.228,17.655,1.085,0.003,0.012
4820,116.38,-23.6942,0.417,0.052,-2.591,0.039,3.048,0.045,0.159,0.219,16.72,0.963,0.003,0.007
4821,116.389,-23.6905,0.28,0.03,-1.592,0.024,1.665,0.027,0.162,0.227,15.426,0.746,0.003,0.005
4822,116.3881,-23.6911,1.015,0.02,-3.582,0.015,4.985,0.018,0.162,0.226,14.697,0.785,0.003,0.005
4823,116.3856,-23.6881,0.264,0.054,-2.661,0.042,3.398,0.047,0.165,0.224,16.723,0.876,0.003,0.006
4824,116.3891,-23.6955,2.091,0.015,3.698,0.011,4.909,0.013,0.157,0.227,10.778,0.44,0.003,0.005
4825,116.4007,-23.6861,0.311,0.137,-1.033,0.102,0.49,0.125,0.167,0.238,18.374,1.167,0.003,0.017
4826,116.3908,-23.6832,0.384,0.02,-1.587,0.016,1.831,0.017,0.17,0.229,14.631,0.492,0.003,0.005
4827,116.3993,-23.6834,0.047,0.193,-1.727,0.144,3.495,0.179,0.169,0.237,18.773,1.145,0.003,0.034
4828,116.408,-23.6833,0.377,0.181,-3.152,0.133,2.424,0.164,0.17,0.244,18.806,1.246,0.003,0.036
4829,116.4062,-23.6837,0.503,0.049,-1.295,0.037,-0.11,0.042,0.169,0.243,16.577,1.073,0.003,0.006
4830,116.4058,-23.6876,0.308,0.066,-3.562,0.05,-0.832,0.057,0.165,0.243,17.185,1.205,0.003,0.008
4831,116.4023,-23.6824,0.602,0.09,-2.333,0.065,4.013,0.078,0.17,0.239,14.799,0.455,0.003,0.005
4832,116.399,-23.6839,-1.827,0.247,-3.375,0.189,3.636,0.218,0.169,0.236,17.539,1.096,0.004,0.011
4833,116.3982,-23.6881,0.387,0.146,-1.474,0.115,0.965,0.134,0.165,0.236,18.528,1.357,0.003,0.019
4834,116.3993,-23.6915,0.183,0.055,-3.112,0.041,2.672,0.047,0.161,0.237,16.796,1.004,0.003,0.007
4835,116.3804,-23.6776,0.34,0.107,-1.639,0.084,2.178,0.094,0.175,0.219,18.026,1.285,0.003,0.015
4836,116.3791,-23.6754,0.01,0.196,-1.157,0.142,0.782,0.165,0.177,0.218,18.889,1.137,0.003,0.026
4837,116.3842,-23.6841,0.453,0.134,-2.502,0.087,3.537,0.104,0.169,0.223,17.932,,0.003,
4838,116.3839,-23.6842,1.581,0.152,-4.801,0.102,-3.753,0.123,0.169,0.222,17.704,1.975,0.003,0.023
4839,116.3747,-23.682,0.213,0.052,-1.58,0.038,1.375,0.045,0.171,0.214,16.665,0.984,0.003,0.007
4840,116.3723,-23.6852,0.357,0.179,-2.059,0.142,2.747,0.162,0.168,0.212,18.924,1.287,0.003,0.032
4841,116.3922,-23.6766,0.435,0.142,-0.545,0.111,4.018,0.129,0.176,0.23,18.472,1.214,0.003,0.02
4842,116.3846,-23.676,0.472,0.172,-0.069,0.137,3.147,0.154,0.177,0.223,18.818,1.233,0.003,0.027
4843,116.3904,-23.6669,0.551,0.158,-2.974,0.119,4.45,0.142,0.186,0.228,18.628,1.303,0.003,0.025
4844,116.3992,-23.6747,0.219,0.123,-3.893,0.093,3.076,0.108,0.178,0.237,18.085,1.287,0.003,0.015
4845,116.3903,-23.6708,0.654,0.053,4.12,0.04,-1.535,0.045,0.182,0.228,16.696,1.176,0.003,0.007
4846,116.3856,-23.6746,2.498,0.3,-1.931,0.216,10.45,0.265,0.178,0.224,18.306,1.428,0.004,0.015
4847,116.3814,-23.6759,,,,,,,0.177,0.22,17.538,1.295,0.012,0.008
4848,116.3472,-23.7007,0.907,0.106,-3.458,0.085,4.799,0.099,0.152,0.189,17.964,1.97,0.003,0.024
4849,116.3452,-23.6869,0.471,0.148,-1.387,0.114,-0.438,0.141,0.166,0.187,18.468,1.382,0.003,0.02
4850,116.3441,-23.6869,0.213,0.159,-0.35,0.121,0.784,0.149,0.166,0.186,18.616,2.645,0.003,0.048
4851,116.3537,-23.6949,0.052,0.059,-0.98,0.046,2.475,0.052,0.158,0.195,16.913,2.113,0.003,0.008
4852,116.3411,-23.689,0.439,0.052,-3.489,0.04,2.33,0.047,0.164,0.183,16.74,0.982,0.003,0.007
4853,116.345,-23.6995,0.343,0.079,-2.432,0.066,2.115,0.072,0.153,0.187,17.515,1.031,0.003,0.009
4854,116.3587,-23.6871,0.369,0.111,-1.598,0.085,1.899,0.101,0.166,0.199,18.061,1.189,0.003,0.014
4855,116.3532,-23.6856,2.108,0.575,-0.957,0.459,-0.404,0.534,0.167,0.194,17.556,1.158,0.004,0.009
4856,116.3609,-23.6822,0.289,0.131,-2.925,0.099,3.984,0.123,0.171,0.201,18.317,1.104,0.003,0.018
4857,116.3555,-23.68,1.034,0.099,-3.559,0.076,4.944,0.087,0.173,0.196,17.886,1.789,0.003,0.019
4858,116.3523,-23.6849,0.301,0.108,-2.538,0.081,1.959,0.099,0.168,0.193,17.975,1.029,0.003,0.013
4859,116.3564,-23.6848,0.717,0.163,-4.533,0.12,12.692,0.152,0.168,0.197,18.564,2.163,0.003,0.027
4860,116.3553,-23.6843,0.796,0.041,-7.591,0.031,1.829,0.036,0.169,0.196,16.225,1.018,0.003,0.006
4861,116.3532,-23.6858,-3.052,0.682,5.136,0.523,4.314,0.421,0.167,0.194,17.812,1.112,0.005,0.039
4862,116.3521,-23.6876,0.169,0.197,-1.353,0.148,3.878,0.191,0.165,0.193,18.428,1.371,0.003,0.037
4863,116.3653,-23.6831,-0.04,0.079,-2.253,0.061,3.253,0.072,0.17,0.205,17.342,1.061,0.003,0.016
4864,116.3641,-23.6818,0.356,0.076,-2.387,0.059,3.579,0.07,0.171,0.204,17.418,0.941,0.003,0.009
4865,116.357,-23.6753,0.253,0.057,-0.208,0.045,0.07,0.052,0.178,0.198,16.826,1.254,0.003,0.007
4866,116.3598,-23.6898,1.021,0.059,-3.617,0.045,5.128,0.052,0.163,0.2,16.951,1.663,0.003,0.007
4867,116.3529,-23.6874,0.006,0.052,-1.172,0.038,1.381,0.047,0.165,0.194,16.585,2.829,0.003,0.009
4868,116.3649,-23.6826,0.287,0.122,-1.515,0.092,1.976,0.114,0.17,0.205,18.153,1.1,0.003,0.076
4869,116.3345,-23.6915,0.093,0.128,0.111,0.098,2.21,0.128,0.161,0.177,18.299,1.18,0.003,0.018
4870,116.3362,-23.6892,0.316,0.141,-1.363,0.102,3.777,0.143,0.164,0.179,18.415,1.201,0.003,0.018
4871,116.3307,-23.6884,0.808,0.13,-6.239,0.1,3.085,0.126,0.164,0.174,18.305,1.91,0.003,0.018
4872,116.3387,-23.6806,0.289,0.07,-3.052,0.055,2.127,0.063,0.172,0.181,17.35,0.987,0.003,0.009
4873,116.3344,-23.6808,0.218,0.095,-0.467,0.075,0.915,0.09,0.172,0.177,17.808,1.025,0.003,0.015
4874,116.3384,-23.6892,0.438,0.089,-1.667,0.07,1.294,0.079,0.164,0.181,17.76,1.184,0.003,0.013
4875,116.3361,-23.6807,0.262,0.046,-1.948,0.036,2.624,0.043,0.172,0.179,16.438,0.817,0.003,0.006
4876,116.3392,-23.6886,0.616,0.035,-1.61,0.028,1.647,0.033,0.164,0.182,16.011,0.882,0.003,0.006
4877,116.3313,-23.6861,0.157,0.031,0.588,0.024,2.307,0.029,0.167,0.174,15.742,1.113,0.003,0.005
4878,116.3341,-23.6939,0.259,0.043,-2.666,0.033,5.552,0.042,0.159,0.177,16.299,1.026,0.003,0.006
4879,116.3288,-23.688,0.456,0.041,-1.611,0.031,2.422,0.036,0.165,0.172,16.235,0.978,0.003,0.006
4880,116.328,-23.6881,0.382,0.098,-1.333,0.077,0.853,0.09,0.165,0.171,17.928,1.23,0.003,0.024
4881,116.3429,-23.6779,0.015,0.193,-2.323,0.148,0.614,0.169,0.175,0.185,18.96,1.3,0.003,0.037
4882,116.3425,-23.6686,0.165,0.12,-1.219,0.092,2.087,0.115,0.184,0.185,18.195,1.183,0.003,0.015
4883,116.3486,-23.6704,0.892,0.014,1.232,0.011,-0.459,0.013,0.182,0.19,13.835,0.646,0.003,0.005
4884,116.3384,-23.6775,0.497,0.123,-3.905,0.095,0.771,0.114,0.175,0.181,18.242,1.553,0.003,0.02
4885,116.349,-23.6675,0.526,0.165,1.421,0.104,-0.131,0.212,0.185,0.191,18.274,,0.003,
4886,116.345,-23.6682,0.287,0.062,-3.046,0.049,5.202,0.056,0.185,0.187,17.136,1.058,0.003,0.008
4887,116.3434,-23.6783,0.359,0.173,-3.909,0.132,2.392,0.159,0.175,0.185,18.786,1.29,0.003,0.046
4888,116.3487,-23.6675,-0.068,0.055,0.528,0.041,1.466,0.051,0.185,0.19,16.513,2.257,0.003,0.011
4889,116.3518,-23.6741,0.383,0.07,2.83,0.054,2.011,0.062,0.179,0.193,17.272,1.204,0.003,0.01
4890,116.3445,-23.6755,0.025,0.17,-0.264,0.133,0.918,0.156,0.177,0.186,18.757,1.351,0.003,0.028
4891,116.3398,-23.677,0.786,0.029,8.8,0.023,1.256,0.026,0.176,0.182,15.596,0.964,0.003,0.005
4892,116.3396,-23.6783,0.305,0.042,-1.71,0.033,2.814,0.036,0.175,0.182,16.31,1.018,0.003,0.006
4893,116.3651,-23.6748,1.119,0.095,-3.674,0.074,5.037,0.084,0.178,0.205,17.812,1.743,0.003,0.012
4894,116.3637,-23.6759,0.879,0.186,-4.779,0.151,3.764,0.162,0.177,0.204,18.9,2.021,0.003,0.037
4895,116.3648,-23.6727,0.376,0.12,-2.897,0.089,3.539,0.113,0.18,0.205,18.177,1.138,0.003,0.018
4896,116.3666,-23.671,0.238,0.191,-1.292,0.139,2.815,0.172,0.182,0.207,18.87,1.259,0.003,0.027
4897,116.3693,-23.6711,0.442,0.187,-1.542,0.147,1.753,0.164,0.182,0.209,18.965,2.186,0.003,0.037
4898,116.3648,-23.6705,0.573,0.075,-3.054,0.055,2.758,0.064,0.182,0.205,17.361,1.219,0.003,0.01
4899,116.3723,-23.6712,0.159,0.048,-2.976,0.036,0.604,0.042,0.182,0.212,16.537,2.343,0.003,0.008
4900,116.3655,-23.6695,0.38,0.053,-2.962,0.039,3.525,0.045,0.183,0.206,16.721,0.907,0.003,0.007
4901,116.3718,-23.6657,1.309,0.239,-4.682,0.155,-4.136,0.273,0.187,0.211,18.208,,0.006,
4902,116.3744,-23.6636,0.274,0.017,-0.499,0.013,3.613,0.015,0.189,0.214,14.231,1.512,0.003,0.005
4903,116.3721,-23.6656,1.342,0.026,-4.376,0.019,-3.631,0.023,0.187,0.212,14.965,0.991,0.003,0.005
4904,116.3704,-23.6657,0.236,0.036,-2.076,0.029,2.876,0.033,0.187,0.21,15.885,0.789,0.003,0.005
4905,116.3572,-23.6694,0.29,0.035,-1.19,0.027,1.58,0.033,0.183,0.198,15.851,0.874,0.003,0.005
4906,116.3603,-23.667,0.651,0.093,-1.061,0.071,7.588,0.086,0.186,0.201,17.792,1.405,0.003,0.012
4907,116.3554,-23.6643,0.451,0.054,-5.83,0.041,2.812,0.049,0.189,0.196,16.809,1.031,0.003,0.007
4908,116.3602,-23.6581,0.055,0.17,-1.859,0.131,2.499,0.161,0.195,0.201,18.826,2.074,0.003,0.039
4909,116.3614,-23.6594,0.735,0.032,-0.591,0.025,0.404,0.029,0.193,0.202,15.785,0.922,0.003,0.005
4910,116.3562,-23.6691,0.302,0.08,-0.845,0.062,3.422,0.076,0.184,0.197,17.49,1.037,0.003,0.015
4911,116.3546,-23.6713,0.288,0.064,-2.307,0.05,0.203,0.058,0.182,0.196,17.165,1.163,0.003,0.007
4912,116.3715,-23.6579,0.778,0.042,-9.525,0.032,9.555,0.037,0.195,0.211,16.348,1.037,0.003,0.006
4913,116.3694,-23.6576,1.374,0.14,-1.646,0.109,2.769,0.13,0.195,0.209,18.418,2.259,0.003,0.029
4914,116.3667,-23.6574,0.351,0.148,-1.158,0.109,2.251,0.139,0.195,0.207,18.504,1.667,0.003,0.026
4915,116.372,-23.6534,0.188,0.147,-1.216,0.114,1.454,0.141,0.199,0.212,18.577,1.257,0.003,0.021
4916,116.3636,-23.6494,0.182,0.132,-0.929,0.099,1.722,0.173,0.203,0.204,17.962,,0.009,
4917,116.3627,-23.6581,0.413,0.144,-1.944,0.111,2.673,0.135,0.195,0.203,18.508,1.239,0.003,0.02
4918,116.3693,-23.6463,0.767,0.093,-5.367,0.071,1.337,0.082,0.207,0.209,17.819,1.676,0.003,0.015
4919,116.3704,-23.6502,0.166,0.031,-1.425,0.026,2.519,0.027,0.203,0.21,15.704,1.715,0.003,0.005
4920,116.3692,-23.6485,0.455,0.049,-6.193,0.04,4.964,0.043,0.204,0.209,16.66,1.106,0.003,0.006
4921,116.3686,-23.6513,0.311,0.018,-1.753,0.013,0.355,0.015,0.202,0.209,14.374,0.718,0.003,0.005
4922,116.3632,-23.6493,0.342,0.022,-1.041,0.018,3.496,0.021,0.204,0.204,14.989,1.414,0.003,0.006
4923,116.3622,-23.6485,0.553,0.049,-3.135,0.039,0.612,0.043,0.204,0.203,16.592,0.952,0.003,0.006
4924,116.3649,-23.658,0.516,0.056,-2.087,0.043,1.683,0.05,0.195,0.205,16.881,1.047,0.003,0.007
4925,116.3625,-23.6568,0.35,0.028,-0.862,0.022,2.256,0.025,0.196,0.203,15.463,1.006,0.003,0.005
4926,116.3629,-23.6473,-0.023,0.565,-6.031,0.448,0.13,0.505,0.205,0.203,18.941,1.167,0.007,0.02
4927,116.4142,-23.6762,0.187,0.158,-1.946,0.121,2.818,0.155,0.177,0.25,18.592,1.697,0.003,0.028
4928,116.4105,-23.6682,0.162,0.178,0.655,0.145,1.099,0.164,0.185,0.247,18.824,1.458,0.003,0.029
4929,116.4082,-23.6674,-0.191,0.198,-1.952,0.153,2.63,0.182,0.185,0.245,18.873,1.237,0.003,0.028
4930,116.4141,-23.6698,0.484,0.027,-1.812,0.02,1.451,0.025,0.183,0.25,15.274,0.948,0.003,0.005
4931,116.4089,-23.6666,0.162,0.047,-1.571,0.035,1.218,0.04,0.186,0.245,16.523,0.879,0.003,0.006
4932,116.4062,-23.6727,0.467,0.088,-1.102,0.068,1.459,0.077,0.18,0.243,17.694,1.307,0.003,0.011
4933,116.4025,-23.6696,0.293,0.144,-1.173,0.111,1.332,0.133,0.183,0.24,18.508,1.259,0.003,0.024
4934,116.4038,-23.6634,0.32,0.076,-2.127,0.059,2.716,0.066,0.189,0.241,17.488,1.123,0.003,0.009
4935,116.4069,-23.6623,0.547,0.218,-1.052,0.152,2.168,0.178,0.19,0.244,18.933,1.158,0.003,0.03
4936,116.3928,-23.6621,0.991,0.055,-3.527,0.041,5.221,0.047,0.191,0.231,16.797,1.342,0.003,0.007
4937,116.3937,-23.6606,0.838,0.123,-0.818,0.094,11.107,0.114,0.192,0.231,18.245,1.609,0.003,0.018
4938,116.3968,-23.6577,0.273,0.123,-0.856,0.095,2.643,0.116,0.195,0.234,18.235,1.196,0.003,0.014
4939,116.3985,-23.6668,0.306,0.102,-1.442,0.079,4.363,0.094,0.186,0.236,17.959,1.254,0.003,0.012
4940,116.4055,-23.6535,1.989,0.183,-8.04,0.139,-2.874,0.168,0.199,0.242,18.864,2.402,0.003,0.044
4941,116.4071,-23.649,0.229,0.062,-2.579,0.05,1.749,0.053,0.204,0.244,17.067,0.946,0.003,0.008
4942,116.4095,-23.6452,0.291,0.171,-2.762,0.126,5.263,0.15,0.208,0.246,18.697,1.809,0.003,0.026
4943,116.4122,-23.6482,0.282,0.157,-4.724,0.118,5.651,0.135,0.205,0.248,18.506,1.194,0.003,0.025
4944,116.4131,-23.6528,0.08,0.101,-1.839,0.08,0.826,0.087,0.2,0.249,17.796,1.03,0.003,0.012
4945,116.4072,-23.6502,-0.314,0.208,-2.178,0.158,1.749,0.178,0.203,0.244,18.98,1.182,0.003,0.028
4946,116.4122,-23.6538,0.682,0.03,-2.316,0.023,-4.684,0.026,0.199,0.248,15.592,0.901,0.003,0.005
4947,116.3934,-23.6561,0.083,0.133,-0.238,0.102,0.635,0.124,0.197,0.231,18.387,1.31,0.003,0.018
4948,116.3863,-23.6559,0.316,0.167,-1.7,0.126,1.728,0.146,0.197,0.225,18.777,1.229,0.003,0.025
4949,116.3865,-23.6548,1.46,0.116,0.91,0.086,-7.118,0.1,0.198,0.225,18.1,2.122,0.003,0.024
4950,116.3926,-23.6527,0.141,0.074,-1.828,0.057,2.321,0.065,0.2,0.23,17.432,1.508,0.003,0.01
4951,116.3879,-23.6483,0.115,0.063,-2.505,0.053,6.419,0.055,0.205,0.226,17.154,0.97,0.003,0.007
4952,116.3857,-23.6478,0.348,0.02,-1.786,0.017,0.247,0.018,0.205,0.224,14.716,0.83,0.003,0.005
4953,116.3853,-23.6471,1.094,0.033,-4.903,0.028,8.353,0.029,0.206,0.224,15.831,1.103,0.003,0.006
4954,116.3905,-23.6543,0.377,0.171,-2.015,0.116,1.364,0.15,0.198,0.229,17.34,1.445,0.003,0.008
4955,116.4021,-23.6448,-0.002,0.142,1.415,0.114,2.104,0.129,0.208,0.239,18.46,1.078,0.003,0.019
4956,116.4044,-23.6441,0.251,0.139,-2.267,0.105,2.672,0.131,0.209,0.241,18.445,1.162,0.003,0.018
4957,116.4004,-23.6394,0.181,0.138,-1.831,0.108,2.174,0.125,0.213,0.238,18.43,1.391,0.003,0.02
4958,116.3951,-23.6388,0.159,0.125,4.936,0.097,3.106,0.114,0.214,0.233,18.272,1.234,0.003,0.016
4959,116.404,-23.6399,0.108,0.119,-0.737,0.091,3.531,0.109,0.213,0.241,18.17,1.199,0.003,0.016
4960,116.4041,-23.6485,-0.943,0.203,-1.449,0.164,-0.497,0.181,0.204,0.241,13.015,0.648,0.003,0.005
4961,116.3801,-23.6409,0.41,0.083,-2.818,0.063,1.678,0.074,0.212,0.219,17.489,1.006,0.003,0.01
4962,116.3727,-23.6393,-0.18,0.139,-0.943,0.11,1.603,0.129,0.214,0.212,18.381,1.617,0.003,0.021
4963,116.3834,-23.6392,0.496,0.101,-6.288,0.079,4.023,0.087,0.214,0.222,17.838,1.307,0.003,0.015
4964,116.374,-23.6407,0.255,0.186,-2.532,0.144,2.767,0.175,0.212,0.213,18.938,1.682,0.003,0.051
4965,116.3731,-23.641,0.189,0.032,-1.456,0.024,2.369,0.028,0.212,0.213,15.732,2.07,0.003,0.005
4966,116.3778,-23.6492,0.343,0.027,-0.374,0.022,0.336,0.025,0.204,0.217,15.382,0.966,0.003,0.005
4967,116.3788,-23.6338,0.385,0.016,-0.912,0.012,0.187,0.013,0.219,0.218,13.09,0.22,0.003,0.005
4968,116.3861,-23.6389,0.044,0.094,-0.803,0.072,1.219,0.082,0.214,0.225,17.783,1.12,0.003,0.011
4969,116.3815,-23.6307,1.343,0.08,-5.146,0.062,4.862,0.068,0.222,0.22,17.447,1.809,0.003,0.015
4970,116.386,-23.6261,0.129,0.061,-2.025,0.043,3.575,0.054,0.227,0.225,17.052,1.126,0.003,0.013
4971,116.3844,-23.6345,0.093,0.085,-1.976,0.066,2.7,0.075,0.218,0.223,17.684,1.092,0.003,0.011
4972,116.3979,-23.6316,0.55,0.232,-4.885,0.146,2.389,0.243,0.221,0.235,18.45,,0.006,
4973,116.3841,-23.6334,0.127,0.145,-2.779,0.114,4.838,0.135,0.219,0.223,18.455,1.084,0.003,0.024
4974,116.3911,-23.633,0.237,0.041,-2.482,0.03,0.361,0.037,0.22,0.229,15.474,1.323,0.003,0.005
4975,116.3934,-23.6386,-0.098,0.128,-2.083,0.098,2.115,0.118,0.214,0.231,18.294,1.171,0.003,0.015
4976,116.3913,-23.64,3.864,0.012,-11.929,0.009,0.354,0.01,0.213,0.229,13.094,1.121,0.003,0.005
4977,116.3851,-23.6323,0.55,0.222,-2.166,0.167,2.161,0.2,0.221,0.224,18.439,1.855,0.004,0.029
4978,116.3887,-23.6259,0.138,0.02,-0.936,0.015,2.15,0.018,0.227,0.227,14.672,2.098,0.003,0.005
4979,116.3899,-23.6267,0.124,0.051,-1.175,0.036,2.011,0.043,0.226,0.228,16.584,1.804,0.003,0.007
4980,116.41,-23.6321,0.276,0.137,-1.413,0.099,2.639,0.128,0.221,0.246,18.411,1.346,0.003,0.02
4981,116.411,-23.6296,-0.208,0.202,-2.023,0.139,3.388,0.167,0.223,0.247,18.953,1.342,0.003,0.027
4982,116.4097,-23.6278,0.366,0.094,-4.995,0.064,4.541,0.082,0.225,0.246,17.809,1.219,0.003,0.014
4983,116.4064,-23.6284,0.727,0.064,-2.515,0.042,1.683,0.054,0.224,0.243,16.369,0.92,0.003,0.006
4984,116.404,-23.6308,0.123,0.048,-3.753,0.036,1.7,0.041,0.222,0.241,16.247,0.949,0.003,0.006
4985,116.3948,-23.6272,0.216,0.124,-1.977,0.089,2.371,0.111,0.226,0.233,18.22,1.193,0.003,0.018
4986,116.396,-23.6196,0.409,0.129,-2.796,0.084,3.202,0.115,0.233,0.234,18.239,1.229,0.003,0.018
4987,116.4016,-23.6149,-8.191,1.046,-10.128,0.87,-4.034,0.974,0.238,0.239,18.674,0.522,0.013,0.104
4988,116.4031,-23.6221,0.135,0.089,-1.806,0.073,2.621,0.072,0.231,0.24,16.599,0.548,0.003,0.115
4989,116.4018,-23.6161,0.884,0.02,-2.925,0.013,2.669,0.017,0.237,0.239,10.911,0.056,0.003,0.005
4990,116.4052,-23.6269,0.307,0.021,-3.675,0.015,1.597,0.018,0.226,0.242,14.819,1.338,0.003,0.005
4991,116.3992,-23.6263,1.26,0.083,-2.95,0.055,-1.413,0.069,0.226,0.237,17.459,1.832,0.003,0.011
4992,116.3979,-23.6274,0.15,0.044,-0.809,0.029,1.992,0.036,0.225,0.235,16.332,0.848,0.003,0.006
4993,116.3983,-23.6314,0.861,0.015,-4.633,0.011,2.51,0.013,0.221,0.236,13.915,0.642,0.003,0.005
4994,116.4022,-23.6165,0.273,0.069,-2.636,0.049,5.728,0.062,0.236,0.239,15.889,0.3,0.004,0.129
4995,116.3976,-23.6208,0.663,0.038,-7.318,0.026,-7.416,0.032,0.232,0.235,16.061,0.837,0.003,0.006
4996,116.3923,-23.6238,1.405,0.126,-4.041,0.088,0.275,0.109,0.229,0.23,16.308,1.078,0.003,0.006
4997,116.4029,-23.6218,-0.574,0.234,-3.28,0.163,-0.238,0.202,0.231,0.24,15.544,0.579,0.003,0.013
4998,116.394,-23.6265,0.364,0.131,-2.088,0.089,2.328,0.114,0.226,0.232,18.232,1.161,0.003,0.018
4999,116.4113,-23.6137,0.587,0.14,-3.379,0.093,1.992,0.133,0.239,0.248,18.34,1.175,0.003,0.029
5000,116.4124,-23.6184,0.689,0.181,-1.751,0.118,1.661,0.163,0.234,0.249,18.859,,0.003,
5001,116.4106,-23.6038,0.313,0.163,-2.902,0.102,4.3,0.152,0.249,0.247,18.814,1.236,0.003,0.021
5002,116.4118,-23.6145,0.228,0.134,-3.396,0.089,1.817,0.123,0.238,0.248,18.326,1.288,0.003,0.019
5003,116.4118,-23.6184,0.046,0.157,-1.674,0.097,1.603,0.138,0.234,0.248,18.542,1.545,0.003,0.033
5004,116.4105,-23.6138,0.121,0.174,-1.227,0.114,3.281,0.164,0.239,0.247,18.687,1.649,0.003,0.092
5005,116.4103,-23.617,0.43,0.347,-3.056,0.144,1.756,0.568,0.236,0.247,18.437,0.821,0.005,0.07
5006,116.4104,-23.6109,0.195,0.012,-2.126,0.008,1.813,0.01,0.242,0.247,13.357,1.735,0.003,0.005
5007,116.4042,-23.6112,0.637,0.044,0.146,0.028,1.581,0.037,0.242,0.241,16.375,1.103,0.003,0.006
5008,116.4049,-23.6127,0.491,0.02,-2.748,0.015,3.104,0.018,0.24,0.242,14.737,1.079,0.003,0.005
5009,116.4101,-23.6171,0.016,0.032,-3.307,0.021,1.816,0.03,0.236,0.247,15.379,0.812,0.003,0.005
5010,116.4083,-23.6178,0.189,0.093,-2.118,0.064,2.051,0.079,0.235,0.245,17.809,1.576,0.003,0.02
5011,115.8709,-24.0965,0.008,0.116,-2.808,0.076,2.392,0.129,-0.244,-0.247,18.122,1.129,0.003,0.015
5012,115.876,-24.0897,0.456,0.169,-1.127,0.109,2.185,0.186,-0.237,-0.242,18.68,1.919,0.003,0.031
5013,115.874,-24.0844,0.325,0.123,-1.351,0.081,2.869,0.138,-0.232,-0.244,18.263,1.146,0.003,0.013
5014,115.8786,-24.0891,0.175,0.037,-2.355,0.026,3.363,0.041,-0.236,-0.24,15.826,0.691,0.003,0.005
5015,115.8727,-24.088,0.177,0.052,-1.951,0.035,3.558,0.057,-0.235,-0.245,16.79,1.094,0.003,0.007
5016,115.8697,-24.0988,0.637,0.022,1.631,0.015,-6.436,0.023,-0.246,-0.248,14.961,0.88,0.003,0.005
5017,115.8837,-24.0864,0.089,0.075,-2.186,0.051,3.299,0.078,-0.234,-0.235,17.232,1.232,0.003,0.02
5018,115.8832,-24.0847,0.483,0.091,-0.617,0.06,-0.341,0.092,-0.232,-0.235,17.721,1.302,0.003,0.01
5019,115.8895,-24.0834,0.134,0.157,-0.894,0.104,0.877,0.167,-0.231,-0.23,18.596,1.47,0.003,0.033
5020,115.8836,-24.0868,0.183,0.213,-1.372,0.233,1.258,0.241,-0.234,-0.235,18.846,,0.004,
