EDR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
Gaia EDR3 522849424326656128,16.63525702308,62.23174531147,0.4208,0.1078,-0.941,0.083,0.682,0.101,17.961195,0.00295,1.99472,0.024999366094048
Gaia EDR3 522849424335190272,16.6398457319,62.2249133616,0.3285,0.0135,-2.088,0.011,-0.758,0.013,11.903173,0.002762,1.382819,0.004822831114361
Gaia EDR3 522849428625303552,16.63877779361,62.22441225404,0.5325,0.0465,-2.262,0.039,-0.408,0.048,15.917771,0.004009,1.542879,0.095642941903234
Gaia EDR3 522849428625311232,16.65016169389,62.22268808027,0.8695,0.2077,-2.16,0.173,-0.671,0.198,18.805199,0.003298,2.503937,0.058361771680296
Gaia EDR3 522849428630814848,16.63962876291,62.23237459241,0.3786,0.0266,-2.147,0.02,-0.583,0.025,15.196516,0.002785,1.617487,0.005427256535953
Gaia EDR3 522849428630820096,16.65377708275,62.22792052144,0.111,0.2181,-2.18,0.176,-0.518,0.193,18.986135,0.003346,2.471237,0.054986898026724
Gaia EDR3 522849428630821504,16.65008277464,62.22529380925,0.3464,0.0739,-1.9,0.058,-0.619,0.074,17.21793,0.002845,2.004288,0.013774446224215
Gaia EDR3 522849428630822272,16.65649135802,62.22473142624,0.3942,0.0171,-2.005,0.014,-0.499,0.016,14.103023,0.002781,1.708985,0.005179068679402
Gaia EDR3 522849428630823040,16.65990447013,62.22391941609,0.3975,0.0253,-2.264,0.019,-0.565,0.023,14.859362,0.002792,1.834539,0.005473933465048
Gaia EDR3 522849428630823936,16.65797606674,62.22248216841,0.3678,0.0136,-2.059,0.011,-0.476,0.013,13.280961,0.002764,1.447026,0.004820571262742
Gaia EDR3 522849428630825472,16.66017342883,62.22046329969,0.384,0.0449,-2.116,0.035,-0.581,0.043,16.292238,0.002792,1.632975,0.006897592625144
Gaia EDR3 522849458686392064,16.6294647025,62.22311619383,0.2858,0.1041,-2.243,0.083,-0.511,0.104,17.80673,0.002923,2.080069,0.029279203556665
Gaia EDR3 522849458686392192,16.62114120026,62.22822783971,0.2602,0.1213,-2.047,0.097,-0.24,0.109,18.02554,0.002998,2.256523,0.029262774207143
Gaia EDR3 522849458686396672,16.61163640024,62.2339568604,1.0926,0.2184,-3.598,0.171,-0.646,0.192,14.624383,0.002846,1.654902,0.006043558274372
Gaia EDR3 522849458691304960,16.6239671704,62.21709122251,0.4529,0.08,-2.065,0.068,-0.294,0.078,17.310608,0.002863,2.004059,0.012529885329951
Gaia EDR3 522849462985018368,16.61146815106,62.23414181565,,,,,,,16.31692,0.00331,,
Gaia EDR3 522849462985018496,16.61065989632,62.23407324513,0.4548,0.411,-2.658,0.332,0.309,0.525,18.883148,0.010408,,
Gaia EDR3 522849462985020672,16.60752117662,62.23273981297,0.2053,0.2252,-1.986,0.177,-0.72,0.206,18.901892,0.003457,2.307259,0.058799945780872
Gaia EDR3 522849462985055232,16.62621721515,62.21797226286,0.1317,0.0577,-1.887,0.046,-0.646,0.054,15.335294,0.002831,2.00145,0.011576246637969
Gaia EDR3 522849462987104640,16.62235549057,62.21615627767,0.586,0.2101,-1.794,0.185,-0.523,0.191,18.773449,0.003369,2.13418,0.047143406887303
Gaia EDR3 522849462990551424,16.60245557255,62.23210220075,0.3064,0.1597,-0.787,0.131,-0.508,0.146,13.780676,0.002875,1.579435,0.004849064395329
Gaia EDR3 522849462990555392,16.62167647374,62.22963618733,0.3294,0.0966,-1.952,0.077,-0.375,0.094,17.692686,0.002907,2.074434,0.022414822343074
Gaia EDR3 522849462990556800,16.60779882601,62.22759256365,0.4398,0.064,-2.112,0.051,-0.577,0.059,16.995453,0.002829,1.772814,0.011548602477898
Gaia EDR3 522849462990557440,16.59505453512,62.22641792327,0.3416,0.0426,-2.38,0.033,-0.517,0.038,16.052397,0.002781,1.497796,0.00615512276788
Gaia EDR3 522849462990558336,16.61947037571,62.22655880657,0.3935,0.0742,-2.063,0.061,-0.47,0.069,17.18465,0.002845,1.893852,0.011325722180129
Gaia EDR3 522849462990558592,16.62399979796,62.22647391107,0.422,0.0713,-2.006,0.058,-0.443,0.067,17.174597,0.002836,1.907356,0.015777083054892
Gaia EDR3 522849462990560896,16.60826058966,62.22219975271,0.2659,0.1163,-2.19,0.092,-0.552,0.111,17.974365,0.002942,2.025766,0.028120953019201
Gaia EDR3 522849462990562688,16.62636087502,62.22049521442,0.333,0.0752,-2.1,0.06,-0.464,0.075,17.24495,0.002856,2.143938,0.013251797063219
Gaia EDR3 522849462990563328,16.62022847084,62.21925415455,0.3411,0.0175,-2.101,0.013,-0.571,0.016,13.996562,0.002771,1.658325,0.004913805884354
Gaia EDR3 522849462990564352,16.62670671034,62.21861365694,0.3425,0.0199,-2.108,0.015,-0.318,0.018,14.407885,0.002778,1.885266,0.007659357087657
Gaia EDR3 522849462990652544,16.60203799445,62.23112158371,0.3919,0.1245,-1.277,0.107,-0.129,0.127,17.797285,0.003118,1.95908,0.049810065601758
Gaia EDR3 522849462990652672,16.6025317721,62.22335036182,0.4052,0.0424,-2.078,0.034,-0.313,0.046,16.162165,0.002784,1.539654,0.006807681357503
Gaia EDR3 522849493046359424,16.61637935686,62.24051907891,0.382,0.1506,-4.033,0.117,-0.473,0.139,18.390583,0.003075,2.417788,0.043112618791544
Gaia EDR3 522849493051042560,16.60467839394,62.23843345878,0.8293,0.1585,-5.408,0.117,-7.646,0.143,18.360718,0.003144,2.426056,0.029621493241924
Gaia EDR3 522849493051043200,16.62104737517,62.24441257345,0.4235,0.1493,-2.225,0.11,-0.281,0.138,18.372932,0.003103,1.941896,0.049937514509282
Gaia EDR3 522849497344755072,16.61870921309,62.23490619778,0.1249,0.2089,-1.96,0.164,-0.54,0.2,18.689943,0.003327,,
Gaia EDR3 522849497346823296,16.60963479736,62.24647024898,0.3567,0.0843,-2.088,0.064,-0.556,0.076,17.295492,0.003013,1.899216,0.052344055509021
Gaia EDR3 522849497350278784,16.61054708016,62.24836175607,4.3721,0.0171,-12.626,0.014,-12.554,0.015,13.554803,0.002777,1.356193,0.004961083349509
Gaia EDR3 522849497350280064,16.61265832931,62.24609346233,0.3489,0.0153,-2.101,0.012,-0.693,0.014,11.075142,0.002794,1.599409,0.005035538764971
Gaia EDR3 522849497350282752,16.62255442746,62.24368697972,0.3873,0.099,-2.216,0.074,-0.762,0.092,17.693066,0.002904,1.927099,0.02082403441249
Gaia EDR3 522849497350285696,16.61266981928,62.23955463183,0.4041,0.0167,-1.976,0.012,-0.488,0.015,13.800385,0.002776,1.487911,0.004992485260455
Gaia EDR3 522849497350285952,16.60237607902,62.23869062423,0.4961,0.0543,-2.242,0.04,-0.187,0.054,16.292109,0.002834,1.650769,0.006596226023789
Gaia EDR3 522849497350288512,16.61850402446,62.23437837113,0.38,0.0563,-0.887,0.043,0.403,0.055,16.545399,0.002825,2.184563,0.011636872264933
Gaia EDR3 522849497350290176,16.62791637754,62.2330781634,0.3918,0.0861,-2.254,0.068,-0.641,0.084,17.550688,0.002912,2.034428,0.026534768154964
Gaia EDR3 522849497350294272,16.6286605017,62.22975509046,0.6387,0.1461,-2.352,0.119,-0.162,0.141,18.342468,0.003121,2.557745,0.068637547486455
Gaia EDR3 522849497350296192,16.63041775418,62.22772923687,0.2963,0.0446,-2.039,0.037,-0.498,0.042,16.261208,0.002794,1.767674,0.010501011550061
Gaia EDR3 522849527405870208,16.67065101144,62.23198334033,0.1945,0.2436,-2.263,0.192,-0.465,0.24,18.746973,0.003672,2.223162,0.046727790319494
Gaia EDR3 522849527405877248,16.64636820749,62.24429913491,0.3694,0.0412,-2.168,0.031,-0.537,0.036,16.052399,0.002784,1.67597,0.009119690409987
Gaia EDR3 522849527405877632,16.6576118047,62.24518731239,0.24,0.0941,-1.697,0.075,0.466,0.091,17.613165,0.002937,3.174711,0.035883661084682
Gaia EDR3 522849527405878400,16.65375609028,62.24570724761,0.5372,0.1631,-2.161,0.126,-0.302,0.153,18.50217,0.003127,2.2619,0.038979397354017
Gaia EDR3 522849531710018304,16.64719540518,62.24774644268,0.2661,0.1167,-0.03,0.088,-0.215,0.107,17.929024,0.002943,2.093414,0.028008437143689
Gaia EDR3 522849531710021376,16.64660682948,62.2436098852,0.3564,0.0565,-2.063,0.043,-0.566,0.055,16.685175,0.00282,1.666735,0.011277071471706
Gaia EDR3 522849531710027776,16.66328207177,62.23642164335,0.356,0.0247,-2.001,0.019,-0.469,0.024,15.044707,0.002781,1.629757,0.005629638015907
Gaia EDR3 522849531710028416,16.66164258543,62.23472523205,0.1231,0.2025,-1.31,0.164,-0.48,0.207,18.753725,0.003175,2.289856,0.051576994286892
Gaia EDR3 522849561765618176,16.67742390807,62.24782088462,0.4309,0.2077,2.937,0.161,-2.218,0.214,18.855204,0.003302,2.194847,0.038017376418794
Gaia EDR3 522849561765620736,16.66758762037,62.25451926059,0.5754,0.1191,-2.038,0.094,-0.384,0.116,18.005552,0.002981,2.141117,0.022776422809296
Gaia EDR3 522849566069757696,16.66170471159,62.24733098205,0.4951,0.1858,-2.022,0.142,-0.798,0.176,18.65332,0.003156,2.171778,0.044954573026418
Gaia EDR3 522849566069758848,16.66560738677,62.24622846951,0.2736,0.0758,-2.024,0.058,-0.434,0.072,17.269976,0.002857,2.00267,0.011807012788352
Gaia EDR3 522849596125358080,16.62028568773,62.25103378406,0.4646,0.1811,-1.876,0.137,-0.512,0.167,18.6794,0.003569,2.350796,0.045414484360968
Gaia EDR3 522849596125359232,16.61228660592,62.25312210281,0.5905,0.1146,-2.139,0.086,-0.461,0.099,18.001116,0.002959,2.053742,0.025075896347922
Gaia EDR3 522849600429492608,16.61160374606,62.24947969272,1.308,0.21,7.231,0.165,0.376,0.189,18.563416,0.003677,2.147907,0.058086630872665
Gaia EDR3 522849600429494656,16.62885377332,62.24796404636,0.3608,0.0204,-2.152,0.015,-0.561,0.019,14.492959,0.002769,1.489773,0.005032412342518
Gaia EDR3 522849600429497600,16.633071452,62.24437948141,-0.0781,0.0793,-1.705,0.062,-0.397,0.078,16.849167,0.002903,1.670973,0.009285705571229
Gaia EDR3 522849630485103744,16.62291938128,62.26705672636,0.6234,0.2234,1.827,0.176,-3.621,0.215,18.870672,0.003365,2.562155,0.063422925597345
Gaia EDR3 522849634789222912,16.62571295999,62.2640680403,1.0911,0.0198,-0.86,0.015,1.834,0.019,14.42765,0.002774,1.684838,0.005013755435293
Gaia EDR3 522849634789227392,16.63707971209,62.25652321246,0.4197,0.0674,-2.007,0.051,-0.531,0.059,17.066288,0.002828,1.707672,0.009898942533609
Gaia EDR3 522849634789228160,16.64153578744,62.25573311165,0.236,0.0811,-0.97,0.063,1.179,0.077,17.259619,0.002892,3.296282,0.026066149233688
Gaia EDR3 522849634789228672,16.63500566016,62.2541939365,0.2953,0.0788,-1.859,0.061,-1.074,0.074,17.293787,0.002858,2.049604,0.012219135055988
Gaia EDR3 522849664844798592,16.54909734168,62.19205676589,-0.0947,0.1753,0.653,0.147,-0.001,0.164,18.832205,0.003281,2.329273,0.045971088274162
Gaia EDR3 522849669149010176,16.56063557037,62.19539354367,0.3616,0.1143,-1.81,0.094,-0.064,0.109,18.06106,0.002993,1.997696,0.021119622664848
Gaia EDR3 522849669149014656,16.55654300143,62.1883004474,0.4918,0.0475,5.44,0.038,-1.573,0.049,16.50863,0.002805,2.090709,0.008219939203415
Gaia EDR3 522849699204538624,16.56798733297,62.19502713711,0.8138,0.188,-1.758,0.158,-0.546,0.193,18.86288,0.003361,2.322596,0.045983794536869
Gaia EDR3 522849703508743936,16.55879472592,62.20249265365,0.3967,0.0373,-1.966,0.031,-0.405,0.037,15.97921,0.002791,1.833752,0.005904651053288
Gaia EDR3 522849703508744064,16.57452385212,62.20320917885,0.3801,0.0194,-2.068,0.016,-0.453,0.02,14.572552,0.002768,1.425206,0.00497014058572
Gaia EDR3 522849703508745600,16.57828842832,62.20158139941,0.406,0.0434,-2.144,0.037,-0.484,0.043,16.271133,0.002784,1.535236,0.006691986422058
Gaia EDR3 522849703508745728,16.56859269776,62.20097352555,0.3619,0.0374,-2.192,0.032,-0.61,0.036,16.037992,0.002788,1.714998,0.007712309533765
Gaia EDR3 522849733564285056,16.51223348603,62.20551446577,0.9807,0.1275,2.808,0.105,-1.786,0.133,18.227037,0.003038,2.346008,0.039276301949955
Gaia EDR3 522849733564287744,16.51303860402,62.2087849847,0.9531,0.1227,-0.367,0.102,-3.221,0.125,18.187126,0.003053,2.601234,0.036816914846702
Gaia EDR3 522849737868480256,16.51307578744,62.20229982304,1.0468,0.0399,5.026,0.032,-0.928,0.039,16.10624,0.002803,2.146232,0.006931654206321
Gaia EDR3 522849737868480384,16.53850545838,62.20351973835,0.371,0.1072,-2.023,0.09,-0.595,0.114,17.94383,0.002956,2.076899,0.029780787032151
Gaia EDR3 522849767924031744,16.53404387391,62.21858417475,0.5282,0.1932,-1.228,0.156,-0.845,0.198,18.883383,0.003472,2.342142,0.059464279631597
Gaia EDR3 522849772228208128,16.5305240121,62.21597814132,0.4378,0.0808,-2.055,0.068,-0.556,0.082,17.34967,0.002858,1.87134,0.015093863714544
Gaia EDR3 522849772228208896,16.5433974019,62.215303957,0.2748,0.1444,-2.519,0.121,0.209,0.16,17.902082,0.003294,2.231127,0.021175858441253
Gaia EDR3 522849802283769984,16.56706145864,62.21895980448,0.1599,0.129,-0.416,0.107,-1.183,0.134,18.28583,0.003032,1.978329,0.033262983979578
Gaia EDR3 522849802288686976,16.58314893207,62.21239634149,0.3744,0.1668,-1.918,0.142,-0.562,0.171,18.644972,0.003201,1.998217,0.043760874695475
Gaia EDR3 522849806587949056,16.57087839377,62.21479787875,0.2721,0.1197,-2.679,0.097,-0.637,0.121,18.157825,0.003005,2.150337,0.025351445280082
Gaia EDR3 522849806587952384,16.58249001742,62.21102792462,2.1436,0.0197,20.534,0.016,-9.498,0.02,13.978888,0.00276,1.191365,0.004794637381439
Gaia EDR3 522849836643511808,16.57723791254,62.22430123647,0.357,0.0305,-1.902,0.025,-0.477,0.028,15.411123,0.00277,1.320785,0.005630844923733
Gaia EDR3 522849836643512832,16.58264093725,62.22652866791,0.1663,0.1254,-2.012,0.103,-0.672,0.124,18.13756,0.003038,1.96331,0.02254915472211
Gaia EDR3 522849836648425600,16.58626170012,62.22532173883,0.3425,0.1052,-2.031,0.085,-0.533,0.103,17.850935,0.002939,1.822178,0.018853382617513
Gaia EDR3 522849840942159744,16.59209784088,62.22553847063,0.2686,0.1124,-1.085,0.082,0.281,0.13,17.710438,0.002953,2.107042,0.023103059224443
Gaia EDR3 522849840942168448,16.58362441716,62.22082852601,-0.258,0.1475,-2.83,0.197,-0.926,0.157,17.117443,0.004038,,
Gaia EDR3 522849840947680256,16.58947657279,62.22541649142,0.3392,0.0208,-2.103,0.016,-0.564,0.019,14.488057,0.002763,1.269954,0.004910528919344
Gaia EDR3 522849840947681792,16.58279573633,62.22250446546,0.068,0.183,-4.473,0.146,-0.082,0.175,18.67075,0.00327,1.929077,0.034683555317134
Gaia EDR3 522849840947682176,16.58828899805,62.22188803905,0.2262,0.0479,-3.024,0.037,-0.973,0.047,16.306503,0.002806,2.635609,0.008807716499137
Gaia EDR3 522849840947682816,16.58318376123,62.22104736202,0.3717,0.0397,-2.105,0.032,-0.461,0.038,13.622696,0.00279,1.219311,0.005126010508298
Gaia EDR3 522849871003248000,16.54822347522,62.22027599612,-0.3155,0.0884,-1.265,0.078,-1.168,0.088,16.063171,0.002839,1.585341,0.006203734436242
Gaia EDR3 522849871003250432,16.54543169935,62.22512333051,0.0901,0.1222,-2.277,0.097,-0.412,0.115,18.145584,0.00302,2.093758,0.024488697659177
Gaia EDR3 522849871003256704,16.52764139792,62.23258174643,1.0679,0.1722,-0.158,0.133,-4.242,0.167,18.286564,0.003722,2.303663,0.033413484620167
Gaia EDR3 522849871003359488,16.54380303391,62.22110795078,0.8928,0.1977,-10,0.155,-9.002,0.207,18.799591,0.003277,2.425638,0.048268735102023
Gaia EDR3 522849875307410432,16.52734598583,62.23080234459,0.2452,0.0903,-1.794,0.071,-0.642,0.086,17.56144,0.002897,2.115696,0.018433360484955
Gaia EDR3 522849875307416832,16.5319555429,62.2246315615,1.2552,0.0303,9.618,0.025,-5.236,0.032,14.954722,0.002768,1.85674,0.005283116552328
Gaia EDR3 522849875307416960,16.53769713615,62.22457836795,0.0768,0.1037,-2.417,0.084,0.675,0.11,17.791904,0.002931,2.756805,0.022958106235497
Gaia EDR3 522849875307418112,16.55250092086,62.22412072834,0.6726,0.1548,-1.864,0.124,-0.647,0.155,18.272856,0.003332,2.105522,0.031805484918775
Gaia EDR3 522849875307420416,16.5483553049,62.22047548213,0.3112,0.3135,-1.227,0.537,1.179,0.326,18.7888,0.004962,,
Gaia EDR3 522849875307420928,16.54404928622,62.21948848744,0.1897,0.099,-1.742,0.083,-1.303,0.102,17.838463,0.002928,1.958994,0.017678579526946
Gaia EDR3 522849905362994432,16.54657877793,62.23260528231,0.2485,0.2104,-1.965,0.161,-0.567,0.193,18.825554,0.003492,2.32161,0.045249868766894
Gaia EDR3 522849905362999168,16.54637499314,62.24212043651,0.1399,0.1588,-2.058,0.125,-0.392,0.148,18.335955,0.003061,2.159912,0.034211405479346
Gaia EDR3 522849909667145600,16.55905313402,62.23762687002,0.2975,0.1911,-2.905,0.151,-1.065,0.176,18.710655,0.003289,2.356436,0.054581079752248
Gaia EDR3 522849939722718208,16.49598669357,62.20869058041,0.8746,0.1827,-5.96,0.146,-1.19,0.177,18.850765,0.003302,2.345226,0.062574453510721
Gaia EDR3 522849939722834560,16.50221790093,62.2163139633,0.6914,0.2094,-0.616,0.165,0.352,0.2,18.92758,0.003411,2.260635,0.071296500707928
Gaia EDR3 522850008442201600,16.46292197377,62.2194623447,0.3076,0.1369,-4.208,0.113,-0.247,0.143,18.249336,0.003035,2.515804,0.034126142477523
Gaia EDR3 522850008442204800,16.47235085307,62.22354389833,0.7754,0.0259,-3.018,0.021,-1.084,0.027,15.193622,0.002773,1.859072,0.005308988795935
Gaia EDR3 522850008442210048,16.45855222933,62.23074675085,0.357,0.079,-2.072,0.065,-0.307,0.084,17.376749,0.002861,1.922584,0.012346758383154
Gaia EDR3 522850042802054016,16.48161179615,62.23717467907,0.2946,0.1932,-2.393,0.158,0.927,0.195,18.895304,0.003334,2.373226,0.081379956688433
Gaia EDR3 522850047106092544,16.45638900502,62.2413481918,0.4862,0.0702,-1.283,0.058,0.022,0.068,17.137823,0.002856,2.700417,0.014545204508127
Gaia EDR3 522850047106095872,16.48776617946,62.23796485381,0.5256,0.0943,6.729,0.078,-2.775,0.094,17.712767,0.002912,2.417278,0.027211781214534
Gaia EDR3 522850047106099968,16.47834133986,62.23273030616,0.3516,0.0134,-2.052,0.011,-0.473,0.014,13.464933,0.002764,1.32389,0.004797283579488
Gaia EDR3 522850077161686656,16.52269693982,62.23214020412,0.33,0.1822,-2.459,0.144,-1.188,0.173,18.71412,0.003309,2.367819,0.061469139731892
Gaia EDR3 522850077161688320,16.51004364037,62.23614365051,0.3098,0.1253,-2.476,0.094,-0.825,0.113,18.057089,0.003071,,
Gaia EDR3 522850081460296448,16.51110999955,62.23595759291,0.5246,0.0774,-0.577,0.062,-0.451,0.076,17.270668,0.002874,1.830889,0.023894795834331
Gaia EDR3 522850111521433344,16.51523405421,62.24773305918,0.0156,0.1101,-0.61,0.085,-0.558,0.102,17.840382,0.002952,2.14135,0.027363703722744
Gaia EDR3 522850111521434368,16.5250840449,62.25036047696,0.3129,0.0704,-2.026,0.055,-0.527,0.065,17.158997,0.002851,1.736488,0.011946850042391
Gaia EDR3 522850111521437312,16.50272789733,62.25680630874,0.4268,0.1155,0.354,0.087,-0.563,0.111,17.951387,0.002964,2.075575,0.025179984401938
Gaia EDR3 522850115825571712,16.52348349988,62.24071503153,0.4543,0.0447,-2.129,0.035,-0.451,0.045,16.31933,0.002792,1.498267,0.006861331246986
Gaia EDR3 522850115829195008,16.50688332054,62.25728199781,,,,,,,16.589958,0.009876,1.638984,0.007919091208134
Gaia EDR3 522850145881174912,16.47065026723,62.25449528207,0.4191,0.1765,-2.841,0.135,0.931,0.161,18.593613,0.003176,2.31642,0.041150644458209
Gaia EDR3 522850180240916224,16.48047161562,62.26102975849,0.2791,0.1061,-1.264,0.08,-0.016,0.101,17.799522,0.002936,2.142288,0.031725522339946
Gaia EDR3 522850184545032320,16.47750052265,62.26325672643,1.4544,0.0305,1.726,0.022,-1.14,0.027,15.403462,0.002778,1.860356,0.00569179883187
Gaia EDR3 522850184545035392,16.48518574199,62.25935000672,0.3975,0.0454,-2.134,0.035,-0.481,0.045,16.394886,0.002792,1.496325,0.00728021413313
Gaia EDR3 522850214600637696,16.59138698928,62.23043011569,1.356,0.263,-0.822,0.203,0.113,0.248,18.801155,0.004365,2.416836,0.043645937569374
Gaia EDR3 522850214600638080,16.58289181408,62.23157741363,2.0795,0.1675,-1.359,0.13,0.427,0.158,18.540136,0.003236,2.592875,0.051611803457887
Gaia EDR3 522850214600641408,16.57061659877,62.2364357133,0.2439,0.1414,-2.145,0.107,-0.388,0.133,18.251547,0.003176,2.084068,0.028190472074698
Gaia EDR3 522850214600641664,16.58755836201,62.23674385764,,,,,,,16.776583,0.013637,1.730598,0.011305945279457
Gaia EDR3 522850214600642432,16.57236096157,62.23904440591,0.5645,0.1742,0.529,0.132,-1.085,0.162,18.546194,0.003177,2.227364,0.038569710003256
Gaia EDR3 522850214600647040,16.56956848803,62.24519971485,0.8457,0.1692,-1.855,0.131,-0.594,0.157,18.593596,0.003375,2.29023,0.041207291790428
Gaia EDR3 522850214605547520,16.58488212966,62.23635251349,0.4937,0.113,-2.07,0.087,-0.543,0.107,17.900618,0.002929,2.023539,0.021157358549923
Gaia EDR3 522850218899248000,16.587122798,62.24078042791,0.4087,0.0344,-2.307,0.026,-0.169,0.033,15.780801,0.002777,1.450932,0.005721723824324
Gaia EDR3 522850218899275904,16.59343314363,62.22794421661,0.8479,0.2451,7.572,0.242,-2.636,0.212,18.310074,0.010464,2.132891,0.389852615647612
Gaia EDR3 522850218904787968,16.5747805986,62.24194059688,0.36,0.0168,-2.063,0.012,-0.482,0.015,13.753378,0.002771,1.334251,0.004880834268252
Gaia EDR3 522850218904788608,16.57768485032,62.2415447131,0.2324,0.104,-0.869,0.077,-0.073,0.097,17.706818,0.002991,2.660643,0.02784400180071
Gaia EDR3 522850218904789632,16.56511250053,62.23952046597,0.5062,0.0191,-1.823,0.014,-3.307,0.018,14.209161,0.002848,2.542635,0.007303302365959
Gaia EDR3 522850218904790528,16.58648627699,62.23939506556,0.4424,0.0842,-2.208,0.065,-0.194,0.08,17.46943,0.002879,1.870478,0.014439899388077
Gaia EDR3 522850218904792064,16.58754175237,62.23742937259,0.4777,0.0725,-2.045,0.056,-0.468,0.064,17.110003,0.002852,1.71159,0.018955330904168
Gaia EDR3 522850218904793216,16.57288975402,62.23517961787,0.3076,0.0568,-1.998,0.044,-0.542,0.056,16.724726,0.002811,1.591615,0.008143373543246
Gaia EDR3 522850218904800256,16.59403565359,62.22762436212,0.3284,0.0344,-2.18,0.026,-0.569,0.03,15.587932,0.002775,1.612413,0.007189524562041
Gaia EDR3 522850248960383104,16.60061975044,62.24371457891,0.5411,0.132,-1.979,0.1,-0.181,0.129,18.215965,0.003171,2.54521,0.04605957301969
Gaia EDR3 522850248960384896,16.59444671353,62.24274237094,0.2802,0.1114,-1.903,0.081,-0.448,0.109,17.863653,0.003136,2.270088,0.023319869410652
Gaia EDR3 522850248960386176,16.59100263817,62.2472556193,0.1784,0.1725,-1.03,0.129,-2.135,0.168,18.512053,0.003196,2.202669,0.041609130306835
Gaia EDR3 522850248960387328,16.59451519007,62.25071791274,0.4942,0.1928,5.57,0.138,-0.415,0.19,18.719904,0.003275,2.340651,0.064573046448235
Gaia EDR3 522850253264519040,16.58641739621,62.25215134913,0.4578,0.1275,-2.134,0.097,-0.637,0.123,18.18297,0.002996,2.158981,0.025009733968972
Gaia EDR3 522850253264520704,16.58420486973,62.24947991987,0.1479,0.0373,-1.109,0.028,0.069,0.034,15.834242,0.002796,3.192105,0.008699812593478
Gaia EDR3 522850253264521856,16.58154567225,62.24789393264,0.184,0.1363,4.536,0.103,-4.061,0.13,18.255568,0.003055,2.157427,0.030969932646642
Gaia EDR3 522850253264528384,16.60186465664,62.24080699285,0.3739,0.029,-2.011,0.022,-0.59,0.027,15.374148,0.00277,1.487053,0.005309473593277
Gaia EDR3 522850253264634752,16.59323363802,62.24428731239,0.348,0.0867,-2.021,0.064,-0.418,0.084,17.40249,0.002873,1.828932,0.01410052377561
Gaia EDR3 522850283320122752,16.55411874813,62.24195124361,0.2065,0.1572,-1.924,0.126,-0.437,0.154,18.361963,0.003206,2.124594,0.038040983748562
Gaia EDR3 522850283320127872,16.53705112723,62.2551293791,0.0437,0.2099,-2.372,0.159,-0.386,0.186,18.962238,0.00358,2.233219,0.054298179308267
Gaia EDR3 522850283320129024,16.5414022173,62.25740563586,0.4312,0.0751,-2.022,0.059,-0.512,0.073,17.249737,0.002873,1.756664,0.011688225759341
Gaia EDR3 522850287624262656,16.55898150824,62.24359177947,0.1427,0.1139,-1.424,0.087,-0.589,0.111,17.851685,0.003011,1.858261,0.028591172909795
Gaia EDR3 522850287624263168,16.55912363779,62.24276400511,0.355,0.0223,-2.039,0.017,-0.477,0.02,14.657168,0.002801,1.323679,0.005363257396344
Gaia EDR3 522850317679868032,16.5555301608,62.25828075821,1.0953,0.1267,1.338,0.097,-1.571,0.12,18.160753,0.003024,2.140875,0.029031050043304
Gaia EDR3 522850317679872128,16.558370738,62.26654208134,0.3908,0.0603,-2.107,0.045,-0.431,0.059,16.856573,0.002809,1.650289,0.011171654005325
Gaia EDR3 522850321983982592,16.54865741256,62.271905021,0.2427,0.0417,-2.877,0.032,0.135,0.038,16.205553,0.002783,1.646794,0.006441497536136
Gaia EDR3 522850321983985408,16.54787245617,62.26711632816,0.8206,0.0381,1.67,0.029,-3.441,0.035,14.920814,0.002765,1.628092,0.005253376945284
Gaia EDR3 522850321983987968,16.54225143973,62.26354160942,1.8846,0.6704,-2.432,0.527,-2.575,0.633,17.41318,0.006977,2.114496,0.016543204099902
Gaia EDR3 522850321983989120,16.5625262345,62.26274858491,0.0896,0.1015,-2.5,0.077,-0.565,0.095,17.724442,0.002909,2.271704,0.02352959808821
Gaia EDR3 522850321983991296,16.55738584027,62.25897829543,0.6356,0.1046,-2.284,0.08,-0.716,0.1,17.837229,0.002918,1.935911,0.020477058441946
Gaia EDR3 522850321983993088,16.56733462351,62.2567949852,0.8366,0.0306,8.734,0.024,1.48,0.029,15.531934,0.002774,1.927057,0.005478477319372
Gaia EDR3 522850356343849344,16.59189100453,62.26995168038,0.42,0.0505,-2.076,0.04,-0.502,0.052,16.520916,0.002794,1.534175,0.007762834895098
Gaia EDR3 522850356343849472,16.59233231128,62.26644672202,0.4208,0.1091,-1.312,0.082,-1.673,0.11,17.868174,0.003052,2.078384,0.019172558885068
Gaia EDR3 522850390698444032,16.5877073504,62.27415968339,0.6001,0.1283,-4.422,0.098,-2.21,0.124,17.90612,0.00306,2.200962,0.022591056777101
Gaia EDR3 522850390703460224,16.60768506732,62.27323752371,0.449,0.113,-2.172,0.09,-0.726,0.105,17.940695,0.002935,1.763861,0.026712493689077
Gaia EDR3 522850390703587456,16.58890814512,62.27361643278,0.5216,0.0489,2.065,0.038,-1.732,0.048,16.253958,0.002803,2.413667,0.010542402239037
Gaia EDR3 522850420759089536,16.56282066627,62.27214339988,0.1839,0.12,-0.733,0.091,0.242,0.105,18.031662,0.002975,2.824638,0.037289465949432
