EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
Gaia EDR3 2014643814231095168,-0.093999,0.054471,343.39025264432,60.8693370012,-0.4518,0.344,-3.694,0.375,-1.913,0.338,19.92487,0.005055,2.222006,0.10367873423446082
Gaia EDR3 2014643814231100672,-0.092525,0.057649,343.39326156629,60.8725189391,0.5277,0.1532,-2.155,0.168,-1.948,0.156,18.754246,0.003374,2.760233,0.05762777035891696
Gaia EDR3 2014643814231104512,-0.093548,0.060406,343.39114421709,60.87527247842,0.8829,0.0883,-2.279,0.096,-2.843,0.09,17.853237,0.002979,2.660139,0.029546273125283493
Gaia EDR3 2014643814232415872,-0.092368,0.055797,343.39359510062,60.87066719688,0.7312,0.3167,-2.656,0.334,-1.539,0.297,19.702646,0.004728,2.982039,0.14893924662631303
Gaia EDR3 2014643814232421632,-0.091492,0.063335,343.39534999665,60.87820778953,0.1094,0.282,-3.405,0.312,-2.419,0.289,19.671177,0.00433,2.639168,0.13348316747244926
Gaia EDR3 2014643818528416768,-0.087353,0.063345,343.40385587304,60.87822943993,1.3877,0.0325,-12.474,0.036,-6.66,0.032,16.086617,0.002805,1.50261,0.006938044701095647
Gaia EDR3 2014643818528793472,-0.086401,0.067436,343.40578952862,60.88232357664,0.1201,0.0811,-3.515,0.091,-2.074,0.082,17.386633,0.002943,3.402292,0.031150699378376653
Gaia EDR3 2014643848590843776,-0.077194,0.061721,343.42473783912,60.8766320953,0.2364,0.1056,-1.906,0.12,-2.203,0.104,18.234276,0.003166,2.612118,0.04964392181419055
Gaia EDR3 2014643848590844672,-0.082734,0.062503,343.41335035648,60.87739982673,0.8696,0.1766,-4.525,0.197,-3.651,0.176,18.90018,0.003618,2.772942,0.07730987417746635
Gaia EDR3 2014643848590854144,-0.076219,0.070084,343.42669943797,60.88499749036,0.0037,0.3756,-4.84,0.418,0.024,0.38,19.873152,0.004792,2.576801,0.1555749084779132
Gaia EDR3 2014643848590855040,-0.071082,0.070629,343.43725575645,60.8855540267,1.1374,0.2986,-5.534,0.351,5.023,0.282,19.761198,0.004505,2.440113,0.144175758869483
Gaia EDR3 2014643852888532352,-0.081348,0.066153,343.41617995663,60.88105358003,0.175,0.3598,-1.279,0.408,-1.193,0.367,19.938354,0.005178,2.671919,0.15765359721218597
Gaia EDR3 2014643882950579328,-0.098311,0.05924,343.3813659593,60.87409263826,0.2015,0.2014,-2.749,0.226,-2.161,0.197,19.15863,0.003626,2.538881,0.0699913119032327
Gaia EDR3 2014643882950583424,-0.096105,0.06297,343.38587472616,60.87782968983,-0.2554,0.3186,-0.616,0.355,-1.779,0.321,19.843508,0.004633,2.438818,0.12512428640631498
Gaia EDR3 2014643882950583552,-0.097764,0.062779,343.38246682227,60.87763350508,-0.2646,0.2589,-0.885,0.281,-0.527,0.251,19.55176,0.00451,3.224627,0.12840691017115832
Gaia EDR3 2014643882950585472,-0.092488,0.063844,343.39330112778,60.8787135687,0.3314,0.1165,-3.042,0.138,-2.127,0.122,18.322548,0.003181,2.723015,0.04051624431717404
Gaia EDR3 2014643882950593920,-0.096236,0.07134,343.38555337954,60.88619844164,-0.2108,0.3453,-3.119,0.39,-1.232,0.386,19.946943,0.005215,2.260729,0.11307771801765477
Gaia EDR3 2014643887248268160,-0.091193,0.074048,343.39590289058,60.88892212339,0.0556,0.0816,-4.113,0.096,-2.555,0.077,17.353546,0.002942,3.310221,0.02792213777297679
Gaia EDR3 2014643917310333824,-0.082963,0.073936,343.41282016281,60.88883205686,0.4542,0.3611,-2.361,0.427,-1.532,0.364,19.861206,0.00698,3.071858,0.14157418103505132
Gaia EDR3 2014643917310334720,-0.086825,0.074347,343.40487818802,60.88923300061,0.6785,0.1364,-1.588,0.156,-6.994,0.135,18.554722,0.003183,2.664791,0.05816654848348242
Gaia EDR3 2014643917310342528,-0.083596,0.080595,343.41148224572,60.89548974979,0.2066,0.2437,-1.025,0.263,-3.355,0.241,19.388779,0.003887,2.530542,0.08807331975523464
Gaia EDR3 2014643917310348928,-0.082128,0.085684,343.41447402958,60.90058274065,1.0523,0.2489,5.496,0.268,2.428,0.252,19.40218,0.004012,2.7934,0.12536042520711532
Gaia EDR3 2014643917310349184,-0.0764,0.08593,343.42624944606,60.90084264178,0.1054,0.1139,-3.687,0.127,-1.841,0.116,18.293047,0.003108,2.464613,0.04654755873517142
Gaia EDR3 2014643921604171008,-0.075379,0.082613,343.42836627415,60.89752807993,0.5242,0.2268,-2.614,0.212,-1.618,0.273,19.067875,0.004035,,
Gaia EDR3 2014643921608007040,-0.075674,0.082587,343.42775963785,60.89750124698,1.0736,0.1281,3.056,0.143,7.912,0.135,18.521553,0.003299,2.60202,0.052058290264642454
Gaia EDR3 2014644123468553600,-0.247825,-0.041453,343.07579309865,60.7725930244,-0.3608,0.2111,-3.173,0.23,-2.024,0.221,19.345276,0.003888,3.119709,0.11942026836627286
Gaia EDR3 2014644501425681024,-0.246568,-0.038879,343.07832648281,60.77517688175,0.4483,0.1402,-5.65,0.155,-7.482,0.149,18.66055,0.003456,3.781452,0.13735999173706348
Gaia EDR3 2014644505723178112,-0.234324,-0.031199,343.10328986093,60.7829478987,0.1196,0.0774,-2.409,0.08,-1.548,0.078,16.61887,0.00299,3.9698,0.042806785290821346
Gaia EDR3 2014644535785457152,-0.22378,-0.018082,343.12470114015,60.79614020846,0.1345,0.2025,-3.959,0.228,-2.133,0.208,19.224327,0.003785,2.571659,0.09201745177540761
Gaia EDR3 2014644540082918272,-0.218151,-0.025734,343.13634579016,60.78852727828,0.5974,0.0635,1.062,0.068,-2.304,0.065,16.088326,0.002907,3.864436,0.016900103836178428
Gaia EDR3 2014644570145171200,-0.241766,-0.030823,343.08803689142,60.78326869869,0.1069,0.2077,-3.962,0.23,-1.444,0.219,19.177395,0.004397,3.191053,0.13256328930316563
Gaia EDR3 2014644604504953344,-0.230541,-0.008622,343.11070531765,60.80555227856,0.4189,0.099,-2.795,0.109,-2.44,0.1,18.117193,0.003068,2.696817,0.04416938288448915
Gaia EDR3 2014644604504966144,-0.224074,-0.002907,343.12388173582,60.81131269134,0.143,0.1063,-2.761,0.124,-1.772,0.109,18.168394,0.003132,2.825123,0.045532629340638994
Gaia EDR3 2014644608802389248,-0.235934,-0.020268,343.09982529713,60.79386696724,1.8555,0.0119,-4.85,0.013,9.093,0.012,13.512806,0.002759,1.08443,0.004754448008269941
Gaia EDR3 2014644638864667520,-0.214018,-0.020921,343.14474683427,60.79336757186,3.9176,0.0783,3.132,0.087,-8.929,0.081,17.639343,0.003142,2.840233,0.034562112920647155
Gaia EDR3 2014644638864682496,-0.204198,-0.013034,343.16476890849,60.80131928202,-0.0059,0.1216,-3.026,0.137,-1.648,0.126,18.427647,0.003207,2.533581,0.04425637090071913
Gaia EDR3 2014644638864685824,-0.210794,-0.011637,343.15122895437,60.80267280007,0.0885,0.2582,-3.725,0.305,-0.826,0.276,19.615921,0.004304,2.717526,0.11706240265816024
Gaia EDR3 2014644673224451584,-0.193989,0.001264,343.18551799546,60.81568024325,0.1604,0.1385,-3.583,0.153,-2.3,0.14,18.555979,0.00331,2.858807,0.05735240969139448
Gaia EDR3 2014644673224808960,-0.189989,-0.003057,343.19377245269,60.81138310392,0.5244,0.3328,-2.267,0.352,-1.435,0.326,19.721127,0.004579,3.161108,0.15306321294702357
Gaia EDR3 2014644677521867008,-0.194421,0.007259,343.1845572757,60.8216722426,0.3977,0.0717,-3.024,0.076,1.66,0.072,17.059315,0.002993,3.385635,0.023615245099485517
Gaia EDR3 2014644707584167040,-0.216875,-0.009208,343.13873110163,60.80506151349,0.3649,0.3307,-1.083,0.379,-1.115,0.378,19.885836,0.005315,2.580586,0.15690349842219248
Gaia EDR3 2014644707584180352,-0.21866,-0.00332,343.13498823004,60.81093700791,0.636,0.1664,-1.587,0.198,-2.261,0.169,18.691008,0.003439,3.277563,0.0986238944773154
Gaia EDR3 2014644707584181120,-0.209338,-0.002709,343.15409471602,60.81161058843,0.5254,0.4033,-2.628,0.439,-3.274,0.385,19.96428,0.005815,2.537457,0.17807720802478846
Gaia EDR3 2014644707584182528,-0.221988,-0.001977,343.1281452491,60.81225757524,0.1199,0.2409,-0.695,0.279,-1.45,0.245,19.34254,0.004045,2.759502,0.09936716529181282
Gaia EDR3 2014644741943943296,-0.196246,0.010181,343.18077762742,60.82458355283,0.809,0.2189,4.573,0.243,1.547,0.22,19.352924,0.004149,2.88328,0.12795195884338367
Gaia EDR3 2014644776303641472,-0.241149,-0.009767,343.08897694558,60.80432866322,0.0904,0.326,-2.572,0.338,-1.904,0.314,19.6709,0.004591,2.602873,0.118258176850266
Gaia EDR3 2014644776303653120,-0.241681,-0.004616,343.08780530881,60.80947558519,0.1934,0.1965,0.789,0.201,-1.349,0.201,18.951847,0.003804,2.91444,0.07623723133851533
Gaia EDR3 2014644810663388672,-0.23702,-0.006067,343.09738378619,60.80805979447,-0.128,0.2688,2.782,0.276,-0.138,0.27,19.600386,0.00443,2.9062,0.14276993591159207
Gaia EDR3 2014644810663394944,-0.239159,-0.003132,343.09295421755,60.81097879603,0.6345,0.2625,-5.537,0.279,-3.519,0.266,19.19397,0.004457,3.085033,0.08589642387614489
Gaia EDR3 2014644845023138304,-0.245237,-0.000305,343.08044777292,60.81375938721,0.5396,0.2098,-6.272,0.231,-1.603,0.211,19.218327,0.005388,2.907152,0.14712045196892704
Gaia EDR3 2014644845023143040,-0.245941,0.001734,343.07897269262,60.81579279722,-0.1721,0.3532,-1.705,0.398,-1.198,0.358,19.999376,0.005238,2.31151,0.11302633470349084
Gaia EDR3 2014644918035676288,-0.212224,0.008514,343.14802432776,60.8228139461,0.37,0.3295,-0.42,0.345,-2.802,0.331,19.801006,0.004966,2.548912,0.12819866566946853
Gaia EDR3 2014644948102375936,-0.209158,0.012102,343.15426473161,60.82642269962,0.6169,0.2653,-1.547,0.278,0.004,0.258,19.577454,0.004223,2.542831,0.16255532367789374
Gaia EDR3 2014644948102398592,-0.198385,0.024493,343.17620662784,60.83888186807,0.3405,0.1955,-2.744,0.206,-1.685,0.197,19.106346,0.003636,2.675915,0.08012127702026164
Gaia EDR3 2014644948102719744,-0.199132,0.027446,343.17463546211,60.841830034,0.4446,0.3988,0.567,0.409,-2.524,0.391,19.921099,0.004896,1.961159,0.1876542416851819
Gaia EDR3 2014644982462120192,-0.225153,0.015013,343.12141059341,60.82922407792,1.0395,0.1279,1.414,0.138,-0.598,0.13,18.583672,0.003327,2.669077,0.06814450855188799
Gaia EDR3 2014644982462131712,-0.222553,0.021546,343.12665078442,60.83577599441,-0.0466,0.157,-3.002,0.174,-0.429,0.162,18.781055,0.003528,3.256603,0.0916663888231136
Gaia EDR3 2014644982462140288,-0.220962,0.026088,343.12985257197,60.84032828875,0.839,0.1565,-5.922,0.174,-0.144,0.155,18.780958,0.003361,2.622337,0.06104843574560362
Gaia EDR3 2014644986759502592,-0.223704,0.026385,343.12421960035,60.84060685347,0.5959,0.0574,-4.773,0.062,-3.944,0.057,17.101564,0.00289,2.968635,0.020176772085734464
Gaia EDR3 2014645016821879296,-0.207302,0.026202,343.15788425641,60.84053396114,0.8921,0.1152,1.732,0.124,-2.378,0.116,18.33098,0.003199,2.903994,0.06416953095864342
Gaia EDR3 2014645016821892096,-0.214511,0.028882,343.14305295771,60.84316603645,0.0583,0.1253,-0.939,0.137,-1.097,0.122,18.400724,0.003176,2.807161,0.0557626040357904
Gaia EDR3 2014645600937394944,-0.249344,0.006716,343.07191326872,60.8207486319,0.1417,0.1024,-2.8,0.107,-1.741,0.103,18.083754,0.003143,2.730463,0.04488629134908773
Gaia EDR3 2014645635294321408,-0.236459,0.028585,343.09800840553,60.84271420086,0.2964,0.1754,0.743,0.186,-2.722,0.176,19.035461,0.003611,2.840828,0.09914252095066241
Gaia EDR3 2014645635297847808,-0.235395,0.028658,343.10019256482,60.84279566506,0.2202,0.1878,-2.806,0.203,-1.382,0.188,19.060055,0.003717,2.654455,0.060062808563679085
Gaia EDR3 2014645639594531072,-0.240966,0.015599,343.08896014263,60.82969548056,0.3175,0.074,-4.462,0.08,-3.602,0.076,17.232243,0.002941,3.139239,0.03364229209555588
Gaia EDR3 2014645673954266112,-0.249322,0.024093,343.07168122166,60.83812462411,0.4096,0.1078,-8.591,0.116,-2.242,0.112,17.97497,0.003122,3.544294,0.08417490605687182
Gaia EDR3 2014645704013648256,-0.243359,0.025395,343.08389686178,60.839472381,0.8463,0.1214,0.309,0.132,-1.618,0.123,18.317202,0.003209,3.09013,0.06070008360737644
Gaia EDR3 2014645704013649280,-0.247861,0.035605,343.07449668193,60.84964836308,0.2939,0.1841,-1.918,0.194,-1.601,0.185,19.081245,0.003816,3.18078,0.09618350167524714
Gaia EDR3 2014645704013649536,-0.234357,0.036402,343.10220593051,60.85054665961,0.2036,0.1543,-2.089,0.167,-0.484,0.155,18.626741,0.003388,3.552095,0.09058709680137564
Gaia EDR3 2014645704013649792,-0.242753,0.036793,343.08496291402,60.85087509542,1.2529,0.0958,-2.896,0.104,-2.077,0.098,17.980715,0.003002,2.201441,0.024067118709662803
Gaia EDR3 2014645704013650432,-0.237647,0.043501,343.09534289401,60.85762097298,0.6818,0.3183,-3.226,0.353,-2.0,0.315,19.82249,0.004802,2.52899,0.10533624401270823
Gaia EDR3 2014645738373388416,-0.219393,0.041926,343.13284767269,60.85617731627,0.5017,0.353,0.725,0.374,2.474,0.347,19.874315,0.004779,2.475441,0.12423092110395177
Gaia EDR3 2014645738376402688,-0.224733,0.031382,343.12203718977,60.84559579705,0.9623,0.1423,-1.545,0.152,-2.167,0.142,18.715988,0.003281,2.654995,0.053311787374970214
Gaia EDR3 2014645738376405760,-0.225815,0.032795,343.11979446113,60.84700139585,0.248,0.2349,-2.649,0.251,-3.067,0.234,19.313416,0.003835,2.775147,0.08236449307100929
Gaia EDR3 2014645738377108352,-0.223989,0.02685,343.12362802296,60.84106959715,0.2633,0.3055,-1.758,0.358,-0.922,0.3,19.705055,0.004711,,
Gaia EDR3 2014645742674129280,-0.221396,0.028848,343.12892269831,60.84308519234,,,,,,,19.826698,0.014994,2.651812,0.08247613509743568
Gaia EDR3 2014645742675222400,-0.230322,0.033024,343.11053937435,60.84719801981,0.8571,0.3789,-5.351,0.399,-2.143,0.354,19.839485,0.005681,2.645229,0.12208474581808935
Gaia EDR3 2014645807092865024,-0.229799,0.040311,343.11150514523,60.85448894846,0.1516,0.1474,-2.248,0.161,-1.834,0.144,18.652851,0.003339,3.359913,0.09569514144481796
Gaia EDR3 2014645807092865792,-0.225696,0.045507,343.1198541657,60.85971406378,-0.0926,0.2707,-4.087,0.29,-1.991,0.267,19.206833,0.005167,3.033344,0.12047582148068445
Gaia EDR3 2014645811393217024,-0.222831,0.049357,343.12568191849,60.86358376653,0.3741,0.0723,-2.769,0.076,-2.388,0.071,17.257526,0.00296,3.490454,0.03500127785670238
Gaia EDR3 2014645841452605824,-0.211227,0.057672,343.14940219006,60.871977057,1.4744,0.2334,3.313,0.262,-5.153,0.238,19.33839,0.004101,2.277233,0.1007179899576225
Gaia EDR3 2014645841452606336,-0.214146,0.06265,343.14333755496,60.87693637671,0.9744,0.1651,-1.347,0.18,-1.668,0.169,18.558876,0.00371,3.46345,0.08768895719421857
Gaia EDR3 2014645841452606720,-0.206976,0.064506,343.1580434724,60.87883936625,0.0023,0.2705,-3.739,0.304,-2.414,0.28,19.62217,0.004301,2.716599,0.10760335605213907
Gaia EDR3 2014645910172080512,-0.243474,0.043459,343.08337968119,60.85753551479,1.8235,0.3219,-2.579,0.371,-4.34,0.329,19.823334,0.004837,2.749123,0.15288781406474453
Gaia EDR3 2014645910172220288,-0.241445,0.051524,343.08742072904,60.86561570307,0.8494,0.451,-1.781,0.47,-2.024,0.487,19.974764,0.00546,2.822697,0.14604895016968528
Gaia EDR3 2014646013251298304,-0.229496,0.063039,343.11179296305,60.87721834045,0.4171,0.1122,-0.631,0.125,-1.994,0.115,18.324999,0.003185,2.809132,0.06030168917197644
Gaia EDR3 2014646013251298688,-0.228583,0.065274,343.11363477413,60.87946006071,0.0892,0.1801,-3.007,0.2,-1.754,0.186,19.003508,0.003576,2.853935,0.0831212945455339
Gaia EDR3 2014646013251435904,-0.224718,0.065447,343.12157489339,60.87965999998,0.617,0.3094,-0.972,0.343,-0.392,0.315,19.745047,0.004565,2.9792,0.19170295467895265
Gaia EDR3 2014646047611038080,-0.20934,0.070487,343.15310624557,60.8848047855,-0.0788,0.3968,-1.4,0.465,-1.784,0.413,19.994762,0.005254,2.942354,0.1503665472044423
Gaia EDR3 2014646047611038208,-0.219258,0.07083,343.13271802459,60.88508124293,1.1493,0.3368,-18.507,0.368,-10.27,0.347,19.84652,0.004756,2.653931,0.1541790884896732
Gaia EDR3 2014646047618313344,-0.222099,0.062517,343.12699741858,60.87674826531,0.308,0.2421,-1.328,0.268,-1.574,0.241,19.412144,0.004328,3.270557,0.2516863717201287
Gaia EDR3 2014646051911381376,-0.222,0.061871,343.12721121383,60.87610312831,0.467,0.0747,-0.831,0.079,-1.028,0.076,16.581404,0.002949,3.848629,0.02466866326371366
Gaia EDR3 2014646051912979968,-0.210779,0.068991,343.15016988189,60.88329881121,-1.5624,0.6017,0.781,0.644,-13.435,0.626,19.29502,0.008469,3.052834,0.0639883734068475
Gaia EDR3 2014646081970775680,-0.231671,0.067715,343.10725428626,60.88187808858,2.4668,0.1106,-2.35,0.123,-14.15,0.114,18.309898,0.003259,2.763557,0.05488082209369783
Gaia EDR3 2014646120630853632,-0.217357,0.089693,343.13636184356,60.90395681109,0.2862,0.064,-1.578,0.075,-0.639,0.066,16.860039,0.002934,3.408023,0.031961651304345966
Gaia EDR3 2014646150693210624,-0.180291,0.007191,343.21354047724,60.82168670064,0.5557,0.2905,-2.872,0.305,-2.812,0.284,19.52628,0.004645,2.945734,0.13115990626651763
Gaia EDR3 2014646150693211392,-0.188105,0.007883,343.19750474766,60.82233402652,0.8344,0.2246,-4.585,0.235,0.925,0.221,19.320684,0.003954,2.930107,0.1052188945300411
Gaia EDR3 2014646150693229184,-0.178026,0.017119,343.21807310766,60.83162708847,2.0228,0.084,17.084,0.09,19.804,0.083,17.72165,0.002997,2.308432,0.029385949991233576
Gaia EDR3 2014646154990620160,-0.178988,0.009553,343.21618516117,60.82405604066,0.6437,0.058,-0.54,0.061,-2.911,0.061,17.002382,0.002877,2.972135,0.019488050181393116
Gaia EDR3 2014646189346901504,-0.175153,0.018455,343.2239516325,60.83297961977,1.6372,0.3804,6.805,0.426,6.761,0.389,19.948645,0.005262,2.412556,0.12768531570524386
Gaia EDR3 2014646219412707968,-0.187788,0.018808,343.19802394105,60.83326067951,0.9364,0.3616,2.218,0.378,-2.405,0.352,19.895906,0.005888,2.923109,0.16864516840915933
Gaia EDR3 2014646219412717568,-0.19134,0.024064,343.19067054003,60.8384956736,0.3443,0.1096,-2.319,0.119,-1.987,0.113,17.933725,0.00317,3.647417,0.0735039879377113
Gaia EDR3 2014646223710092416,-0.185509,0.018878,343.20269786439,60.83334376311,0.9625,0.1168,-0.793,0.125,-1.775,0.115,17.612114,0.003426,3.214613,0.03333864550965834
Gaia EDR3 2014646253772777472,-0.171887,0.027561,343.23055357622,60.84210331698,0.9611,0.3418,-1.001,0.367,-0.601,0.342,19.755676,0.00511,3.068539,0.14099967637569702
Gaia EDR3 2014646258069829504,-0.170104,0.038701,343.23409037741,60.85325189783,0.4212,0.0688,-2.711,0.074,-1.61,0.07,17.373402,0.002933,2.805389,0.028392657517627356
Gaia EDR3 2014646288132221696,-0.163077,0.03262,343.24858320304,60.84720765091,0.1327,0.1889,-3.412,0.206,-2.196,0.196,18.900349,0.00359,3.098743,0.11510378859036903
Gaia EDR3 2014646292429570560,-0.149044,0.041142,343.27730849213,60.85579864088,0.1074,0.0917,-2.06,0.097,-1.62,0.098,16.596464,0.003389,4.856484,0.04031257520937602
Gaia EDR3 2014646292429571456,-0.161055,0.03012,343.25275871662,60.84471872414,1.6184,0.0726,10.514,0.077,5.552,0.073,16.130524,0.002987,1.669763,0.008201420927946962
Gaia EDR3 2014646292429572608,-0.151925,0.033092,343.27147137013,60.84773452814,0.4351,0.092,-2.611,0.095,-4.701,0.092,16.308231,0.003131,3.792938,0.02086830482349771
Gaia EDR3 2014646322491972224,-0.144716,0.040077,343.2862034363,60.85475361919,0.251,0.1059,-2.933,0.115,-1.708,0.11,18.116205,0.003127,3.045221,0.053549871384026504
Gaia EDR3 2014646322491975808,-0.143788,0.042657,343.28808621835,60.85733779081,0.2258,0.1278,-2.305,0.139,-1.417,0.134,18.462652,0.003339,3.147469,0.08318534902070983
Gaia EDR3 2014646322491979008,-0.142708,0.045455,343.2902781789,60.86013982046,0.5662,0.13,1.108,0.14,-2.267,0.136,18.513813,0.003298,2.868465,0.08072439511300307
Gaia EDR3 2014646391211476096,-0.137863,0.057156,343.30012396136,60.87186229859,0.8138,0.3227,-1.934,0.369,-1.522,0.337,19.822483,0.004665,2.602934,0.10996577299321904
Gaia EDR3 2014646391211477248,-0.14148,0.057677,343.29268762112,60.87236731779,1.1815,0.2857,5.327,0.329,1.76,0.295,19.128088,0.004446,3.181532,0.07962746105581706
Gaia EDR3 2014646395504430720,-0.142262,0.052873,343.291125306,60.86755998507,0.098,0.3021,-2.292,0.352,-1.985,0.296,19.575867,0.004447,3.130877,0.1462327104318972
Gaia EDR3 2014646395508784128,-0.138282,0.056024,343.29927224813,60.87072884388,0.3906,0.2452,-1.347,0.287,-1.201,0.261,19.389503,0.004153,3.236738,0.09526726689671888
Gaia EDR3 2014646425571175424,-0.193738,0.033365,343.1856342681,60.84778144845,0.1267,0.187,-1.651,0.199,-1.256,0.186,18.814514,0.003839,3.556765,0.11421632988674288
Gaia EDR3 2014646429868518912,-0.196859,0.028626,343.17928758177,60.8430241477,1.8086,0.0108,5.939,0.011,-2.642,0.011,13.060933,0.002761,0.922524,0.004741054389879908
Gaia EDR3 2014646459930931712,-0.167986,0.045125,343.23837032667,60.85968745737,0.5775,0.3132,-0.611,0.375,-1.507,0.324,19.648989,0.004477,2.867018,0.10546228301038965
Gaia EDR3 2014646464228256896,-0.173762,0.047257,343.22648467182,60.86178852542,2.2524,0.3569,-13.382,0.381,-13.493,0.339,19.87656,0.004954,2.642075,0.12286155258793544
Gaia EDR3 2014646494290664960,-0.196424,0.041634,343.18001582275,60.85603443729,0.1892,0.27,-2.222,0.297,-2.437,0.281,19.573904,0.004499,2.796492,0.12950789096478402
Gaia EDR3 2014646498587993856,-0.198206,0.033925,343.17645433459,60.84831413308,0.2748,0.0415,-2.626,0.044,-1.807,0.042,16.330837,0.002839,2.443553,0.010050724488653523
Gaia EDR3 2014646528647372288,-0.184812,0.052374,343.20373091551,60.86684362833,0.4458,0.383,-1.681,0.435,-2.253,0.434,19.987883,0.005118,2.671473,0.14570240615640562
