DR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
222,5.9525,61.0806,4.8457,0.0596,17.387,17.382,0.052,0.412,0.054,15.852538,0.002883,2.574249,0.0097
223,5.9539,61.0943,0.3691,0.1822,1.746,-1.133,0.177,-1.328,0.164,17.701918,0.004544,1.466028,0.0146
224,5.951,61.0994,0.8281,0.0902,4.819,-4.712,0.083,-1.007,0.079,17.554419,0.002934,1.605143,0.0178
225,5.9334,61.1009,nan,nan,nan,nan,nan,nan,nan,14.444157,0.006477,0.826259,0.0048
226,5.9382,61.1001,0.8847,0.0659,3.386,-2.088,0.062,-2.666,0.059,16.967962,0.002902,1.570396,0.0107
227,5.9488,61.1009,0.3105,0.0612,1.689,-1.518,0.057,-0.741,0.058,16.89386,0.002854,1.817048,0.011
228,5.9612,61.0924,0.4238,0.0177,1.707,1.19,0.016,-1.224,0.017,14.280586,0.002772,0.676863,0.0049
229,5.9544,61.0885,0.2716,0.093,3.07,-2.747,0.083,-1.371,0.087,17.60002,0.002893,1.706041,0.02
230,5.9284,61.089,0.3425,0.1267,0.869,-0.591,0.121,0.637,0.116,18.20229,0.003042,2.733158,0.0466
231,5.8994,61.0971,0.4843,0.0631,3.408,-1.758,0.058,2.919,0.055,16.923042,0.002831,1.263672,0.0083
232,5.8975,61.1008,1.2686,0.0184,2.356,-1.369,0.017,-1.917,0.017,14.259397,0.002765,1.038227,0.0048
233,5.911,61.0941,0.5714,0.099,2.32,0.499,0.094,-2.265,0.087,17.798857,0.002958,1.608858,0.0191
234,5.9284,61.0909,0.4357,0.0693,4.791,-4.783,0.064,-0.261,0.062,17.17838,0.002838,1.400991,0.013
235,5.9054,61.1153,0.513,0.0341,3.468,-3.211,0.034,-1.31,0.031,15.691648,0.002778,1.148312,0.0057
236,5.935,61.1161,0.3792,0.0917,0.502,0.205,0.09,-0.458,0.088,17.422375,0.002905,1.264862,0.0156
237,5.9627,61.1169,1.0703,0.0736,6.953,6.555,0.07,-2.321,0.062,16.824682,0.002824,1.648504,0.0141
238,5.9611,61.1143,nan,nan,nan,nan,nan,nan,nan,10.431003,0.012091,0.607204,0.0047
239,5.9298,61.1151,0.4803,0.119,3.096,-2.845,0.111,-1.221,0.108,17.925873,0.003091,1.342621,0.0221
240,5.9113,61.119,1.0446,0.1411,4.728,-3.356,0.15,-3.33,0.13,18.346487,0.003109,2.055567,0.0404
241,5.9061,61.1256,0.6207,0.1447,2.078,0.922,0.145,-1.863,0.131,18.451012,0.003106,1.591677,0.0254
242,5.9054,61.1197,0.4734,0.0712,0.287,-0.267,0.072,-0.104,0.063,17.088829,0.002896,1.255001,0.0091
243,5.9119,61.1179,0.4009,0.1045,4.604,-3.448,0.112,3.052,0.102,17.742298,0.002941,2.086502,0.0242
244,5.9247,61.1154,0.3694,0.0226,1.476,-1.427,0.022,-0.377,0.02,14.75031,0.002764,1.079993,0.0049
245,5.9207,61.1292,1.2156,0.1144,6.818,6.693,0.115,1.299,0.106,17.779205,0.002965,2.0436,0.0213
246,5.9157,61.1354,0.1616,0.1438,1.909,-1.746,0.152,-0.771,0.147,18.3606,0.003071,1.815493,0.0431
247,5.8601,61.0722,0.7011,0.1007,1.177,-1.177,0.097,0.001,0.099,17.78017,0.002901,1.546158,0.0224
248,5.8565,61.0755,0.3181,0.0515,1.343,-0.456,0.049,1.264,0.053,16.650043,0.002809,1.290639,0.0078
249,5.8628,61.0788,0.4805,0.019,3.135,-2.977,0.018,-0.984,0.019,14.359134,0.002772,0.725959,0.0049
250,5.8461,61.0645,0.2408,0.1205,2.315,-1.929,0.109,1.281,0.12,18.172407,0.002997,2.482181,0.0293
251,5.8371,61.0698,0.3344,0.1376,2.007,-1.55,0.132,-1.276,0.139,18.373646,0.003107,2.083187,0.0407
252,5.8376,61.0736,0.2533,0.1059,1.5,-1.476,0.104,-0.27,0.108,17.934807,0.002999,2.096113,0.0265
253,5.8245,61.072,0.7261,0.1027,4.047,-3.989,0.1,0.687,0.098,17.739374,0.002972,1.534323,0.0182
254,5.8246,61.0731,0.2368,0.0775,3.066,2.57,0.079,-1.672,0.077,17.329634,0.002875,1.291521,0.0104
255,5.8508,61.0726,0.5234,0.0521,5.849,5.817,0.049,-0.612,0.053,16.681347,0.002812,1.286881,0.0086
256,5.848,61.0712,0.4703,0.0316,1.846,-1.752,0.029,-0.583,0.032,15.621004,0.002775,1.107771,0.0055
257,5.8504,61.0669,0.48,0.0352,3.425,-3.324,0.031,0.827,0.037,15.884921,0.002774,1.460702,0.0059
258,5.8297,61.0863,0.2878,0.3325,2.043,0.735,0.302,-1.907,0.296,17.432594,0.003141,1.394985,0.014
259,5.8221,61.0923,0.3847,0.1036,1.577,-0.711,0.106,-1.407,0.108,17.941753,0.002991,1.766714,0.019
260,5.83,61.0861,-0.1203,0.1678,2.623,-2.581,0.336,-0.469,0.152,18.186989,0.003279,nan,nan
261,5.8504,61.0788,0.4491,0.06,0.944,0.744,0.059,-0.581,0.059,16.886118,0.002818,1.241295,0.0117
262,5.861,61.0921,0.3643,0.1142,2.914,2.78,0.111,0.874,0.106,18.085169,0.002952,1.504333,0.0203
263,5.8736,61.0804,0.4814,0.1446,2.814,1.64,0.134,-2.287,0.13,18.450434,0.003255,1.832426,0.0616
264,5.8713,61.089,0.2919,0.0597,4.394,-3.884,0.058,-2.056,0.054,16.809435,0.002853,1.842743,0.0092
265,5.8768,61.0867,0.5949,0.0662,5.649,-2.296,0.063,-5.161,0.058,16.936058,0.00283,1.362553,0.0095
266,5.8743,61.0809,0.3768,0.0512,2.929,-1.561,0.046,-2.478,0.046,16.346638,0.002842,2.79396,0.0154
267,5.8832,61.0804,2.0054,0.3354,6.598,-6.505,0.3,-1.101,0.305,17.047081,0.004202,1.392744,0.0104
268,5.8651,61.0937,1.4019,0.6962,0.941,-0.462,0.638,-0.82,0.599,17.049953,0.004632,1.427004,0.0088
269,5.8758,61.0923,0.3243,0.0586,1.832,-1.272,0.057,-1.318,0.056,16.770151,0.002827,1.189632,0.0076
270,5.8608,61.101,0.2101,0.1896,3.634,-3.634,0.183,-0.028,0.174,17.99956,0.003365,1.541222,0.0152
271,5.8521,61.1029,0.5325,0.1104,2.136,-1.903,0.113,-0.968,0.101,17.97157,0.00296,1.515602,0.0197
272,5.8445,61.1124,0.4309,0.0349,3.161,3.03,0.034,-0.9,0.033,15.895313,0.002778,1.221036,0.0058
273,5.8176,61.0833,0.3618,0.1092,2.83,-2.492,0.11,-1.342,0.113,18.06104,0.002973,1.682903,0.0225
274,5.7863,61.0866,0.5983,0.107,5.112,-5.105,0.114,-0.272,0.109,18.009901,0.002986,1.478317,0.0199
275,5.8061,61.0825,0.5496,0.0836,3.798,1.245,0.087,3.588,0.089,17.599028,0.002887,1.427448,0.0147
276,5.8038,61.0985,0.4084,0.0439,2.028,-1.99,0.047,-0.392,0.044,16.338917,0.002792,1.166304,0.0061
277,5.7905,61.0974,0.2843,0.0827,1.568,-1.555,0.085,-0.197,0.082,17.19392,0.002896,3.120072,0.0274
278,5.7653,61.0997,0.296,0.1071,2.077,-1.614,0.12,-1.307,0.12,17.995337,0.002955,1.857628,0.027
279,5.7783,61.0939,1.0142,0.0606,1.635,-1.609,0.06,-0.291,0.058,16.92154,0.003043,1.608293,0.0161
280,5.7872,61.1027,0.3036,0.1248,4.258,3.547,0.132,-2.356,0.129,18.296879,0.003014,1.519617,0.0409
281,5.7617,61.1157,0.1696,0.097,1.47,-1.411,0.102,-0.414,0.097,17.866909,0.002931,2.058632,0.0186
282,5.7646,61.1047,0.558,0.0181,2.615,-2.604,0.018,-0.238,0.019,13.892019,0.002782,0.850873,0.0063
283,5.7616,61.1047,1.1011,0.0145,4.845,3.574,0.015,-3.272,0.016,10.996635,0.002761,1.574802,0.0047
284,5.8048,61.1125,0.3676,0.0258,4.637,-4.593,0.026,-0.636,0.027,15.289781,0.002766,1.187808,0.0051
285,5.7977,61.1071,1.4963,0.0724,28.686,28.09,0.069,-5.818,0.07,16.50802,0.002805,1.537415,0.0074
286,5.8215,61.1055,0.1392,0.033,2.415,-2.357,0.034,-0.524,0.034,15.582902,0.002812,3.197051,0.0084
287,5.8153,61.1203,6.594,0.1112,46.405,-32.881,0.111,-32.745,0.108,17.489107,0.003461,nan,nan
288,5.8141,61.1198,0.4052,0.038,3.358,-3,0.04,-1.508,0.04,16.024399,0.002804,1.282587,0.0091
289,5.8161,61.12,6.3113,0.0707,46.31,-31.163,0.073,-34.256,0.073,13.99944,0.002764,1.848529,0.0054
290,5.8213,61.1119,0.7562,0.1049,1.148,0.071,0.111,-1.146,0.104,17.86431,0.002974,1.815319,0.0197
291,5.7871,61.1199,0.3346,0.0851,2.319,-1.734,0.092,-1.539,0.091,17.518562,0.002869,1.626883,0.0156
292,5.7887,61.1159,0.19,0.0223,1.919,-1.86,0.023,-0.475,0.023,14.668219,0.002779,2.1034,0.0051
293,5.7734,61.1131,0.1912,0.0575,1.871,-1.45,0.062,-1.183,0.058,16.810474,0.002839,2.984753,0.015
294,5.7679,61.1329,0.2667,0.1297,2.824,-2.641,0.139,-0.999,0.13,18.350433,0.003054,2.229889,0.0283
295,5.7851,61.1335,0.4334,0.0586,3.527,-3.021,0.063,-1.82,0.059,16.948282,0.002829,1.237244,0.0085
296,5.7912,61.1231,0.4912,0.0369,4.009,3.01,0.039,-2.648,0.041,15.86548,0.002784,1.192242,0.0063
297,5.8874,61.1072,0.6005,0.12,2.967,0.087,0.113,-2.966,0.107,18.035254,0.002964,1.453323,0.0162
298,5.8696,61.112,0.4789,0.0853,2.144,-1.079,0.083,-1.853,0.076,17.528498,0.002912,1.445959,0.013
299,5.8954,61.102,0.3286,0.1165,2.308,1.35,0.105,1.872,0.101,17.751408,0.003044,2.853651,0.0331
300,5.8875,61.1184,0.9814,0.1115,5.156,3.048,0.114,-4.16,0.093,17.82277,0.002976,2.060671,0.0243
301,5.8772,61.1187,0.3076,0.1036,0.651,0.499,0.104,0.417,0.091,17.559391,0.003007,3.367008,0.0427
302,5.864,61.1215,0.4543,0.0249,5.895,-5.817,0.027,-0.957,0.024,14.923934,0.00277,0.810366,0.0051
303,5.8862,61.1127,0.3189,0.0414,3.84,-3.785,0.04,-0.649,0.036,15.816045,0.002801,2.598777,0.0069
304,5.8402,61.1223,0.6403,0.0352,1.703,-1.383,0.037,-0.995,0.033,15.937396,0.002782,1.230901,0.0064
305,5.8319,61.1262,0.3406,0.0635,2.239,-2.136,0.066,-0.672,0.058,17.012798,0.002856,1.410734,0.0107
306,5.8384,61.1278,0.9073,0.0715,1.074,-0.977,0.074,-0.446,0.066,17.28478,0.00288,1.86289,0.0123
307,5.8353,61.1383,-0.1677,0.1849,2.716,-2.362,0.18,-1.341,0.156,17.749844,0.004536,1.876619,0.0184
308,5.8391,61.1335,0.4022,0.1131,4.884,4.071,0.12,-2.698,0.107,18.177061,0.00302,1.627113,0.0243
309,5.8575,61.1334,0.4287,0.029,5.51,-5.501,0.031,0.313,0.027,15.446775,0.002776,1.108065,0.0055
310,5.8553,61.129,1.3018,0.0704,6.519,-3.146,0.073,5.71,0.068,17.188595,0.002858,1.956186,0.0145
311,5.8541,61.1229,0.6545,0.0464,2.584,-2.583,0.049,-0.068,0.044,16.371107,0.00283,1.283387,0.0081
312,5.8719,61.1339,0.289,0.11,3.856,-2.624,0.111,-2.826,0.099,17.975525,0.002961,1.581917,0.0165
313,5.8713,61.1318,0.3789,0.0461,2.055,-1.542,0.046,-1.358,0.041,16.340683,0.0028,1.223062,0.0078
314,5.8846,61.1332,0.2999,0.0559,3.146,-2.99,0.054,-0.978,0.049,16.62424,0.002835,3.060436,0.0162
315,5.8776,61.1443,0.3124,0.0734,2.894,-2.079,0.075,-2.012,0.066,17.240902,0.002873,1.783873,0.0127
316,5.8707,61.1458,0.0684,0.129,2.313,-1.481,0.133,-1.777,0.117,18.256117,0.003109,2.266068,0.0395
317,5.8766,61.1432,0.5839,0.0688,6.951,6.911,0.071,-0.746,0.062,17.18697,0.002848,1.326798,0.0102
318,5.8963,61.1424,0.2229,0.0709,4.019,-3.772,0.073,-1.386,0.064,17.197102,0.002869,2.433039,0.0219
319,5.8813,61.1398,0.3833,0.0475,0.77,-0.199,0.046,-0.744,0.043,16.44444,0.002811,1.29919,0.0084
320,5.8933,61.1364,0.3894,0.0514,8.813,-8.812,0.051,0.03,0.047,16.581652,0.002801,1.282993,0.0102
321,5.8369,61.147,0.1089,0.1281,1.725,-1.721,0.14,0.11,0.124,17.98684,0.003005,2.997248,0.04
322,5.8419,61.1507,1.4233,0.0499,4.809,3.647,0.054,-3.134,0.06,16.037369,0.002848,nan,nan
323,5.8412,61.1506,1.3422,0.0246,4.565,3.616,0.029,-2.787,0.029,14.567407,0.002857,1.172565,0.012
324,5.86,61.1434,1.1959,0.3047,1.384,-1.367,0.318,0.216,0.308,18.148254,0.004659,1.777576,0.0205
325,5.8582,61.1347,0.5571,0.062,7.044,-4.194,0.063,-5.659,0.057,16.971298,0.002848,1.338289,0.0095
326,5.8672,61.1443,-0.0257,0.1456,2.684,-1.308,0.151,-2.344,0.131,18.460804,0.00339,1.841371,0.0333
327,5.865,61.1507,0.4553,0.0988,4.134,3.198,0.105,2.62,0.092,17.903238,0.002951,1.246855,0.0146
328,5.8452,61.1589,0.9571,0.1115,6.777,6.573,0.118,-1.65,0.107,18.124619,0.003003,2.005673,0.0299
329,5.7956,61.1377,0.9905,0.015,6.742,6.74,0.017,-0.156,0.016,13.886539,0.00276,0.959332,0.0048
330,5.8118,61.138,0.2008,0.1583,0.931,-0.693,0.172,-0.622,0.156,18.429226,0.003205,1.564636,0.0223
331,5.8072,61.1409,0.7462,0.0316,3.264,-3.132,0.034,0.918,0.032,15.70677,0.00277,1.356755,0.0057
332,5.7824,61.1388,0.3143,0.0671,1.875,-1.863,0.074,-0.21,0.068,17.18477,0.002845,1.47282,0.0092
333,5.7663,61.1453,0.0984,0.1258,2.288,-2.263,0.136,-0.335,0.127,18.186434,0.002995,1.846993,0.0228
334,5.7875,61.1455,0.4159,0.0333,2.51,-1.845,0.035,-1.702,0.035,15.809964,0.002776,1.087636,0.0057
335,5.7692,61.1589,0.4852,0.0108,5.414,-4.425,0.012,3.12,0.012,11.838376,0.002763,1.948387,0.0048
336,5.7981,61.1533,0.7052,0.0373,2.213,-2.204,0.039,-0.203,0.038,16.095709,0.002839,1.246241,0.0073
337,5.7945,61.1475,2.953,0.0239,30.905,29.074,0.026,10.481,0.025,15.005497,0.002769,1.651627,0.0051
338,5.8156,61.1529,0.3417,0.1,4.823,-4.796,0.109,-0.514,0.097,17.92022,0.002939,1.40225,0.0194
339,5.8262,61.1521,0.5636,0.0305,2.84,-2.568,0.032,1.213,0.031,15.599177,0.002772,1.074308,0.0062
340,5.823,61.1505,0.4395,0.0195,1.121,0.195,0.021,-1.104,0.02,14.685792,0.002766,0.81122,0.0049
341,5.8338,61.1619,0.3107,0.1074,6.784,-6.735,0.113,0.817,0.102,18.08935,0.002993,1.425934,0.0298
342,5.8158,61.1626,0.8031,0.132,10.51,-8.996,0.139,-5.435,0.126,18.43172,0.003051,1.559998,0.0264
343,5.8039,61.1698,0.3899,0.1071,3.257,-2.591,0.11,-1.973,0.102,18.085703,0.002979,1.747204,0.0238
344,5.8068,61.1748,0.2576,0.08,2.838,-2.495,0.084,-1.353,0.076,17.533384,0.00293,2.879631,0.0211
345,5.8132,61.1737,0.2516,0.08,3.063,-3.004,0.083,-0.596,0.076,17.546658,0.002886,1.969585,0.0152
346,5.8216,61.1645,0.5157,0.0432,4.023,-1.548,0.044,-3.714,0.041,16.401712,0.002792,1.261529,0.0069
347,5.7745,61.1662,0.4791,0.0823,2.965,0.337,0.086,-2.945,0.084,17.571743,0.002871,1.377693,0.0135
348,5.7978,61.1645,0.5005,0.1439,1.698,-1.518,0.158,-0.762,0.154,18.496778,0.003165,2.059664,0.0295
349,5.7916,61.1657,2.2888,0.0526,5.182,3.451,0.053,-3.866,0.053,16.762184,0.002816,2.009286,0.011
350,5.7877,61.1774,0.527,0.0571,2.44,1.693,0.058,1.757,0.06,16.922735,0.00285,1.304174,0.0212
351,5.7879,61.178,1.8736,0.0266,4.451,0.409,0.027,-4.433,0.029,15.413791,0.002774,1.514436,0.0107
352,5.7854,61.1762,0.8125,0.0122,2.596,-1.02,0.012,-2.387,0.013,13.251753,0.002765,0.867855,0.0048
353,5.7971,61.1749,1.2526,0.0469,4.951,3.689,0.047,-3.302,0.045,16.473436,0.002819,1.552009,0.007
354,6.6901,61.0682,0.4099,0.1556,1.822,-1.754,0.156,-0.493,0.173,18.485655,0.003136,1.310782,0.0271
355,6.6836,61.0646,0.3007,0.0924,5.609,-5.574,0.093,0.622,0.091,17.808987,0.00292,1.338259,0.0214
356,6.6804,61.062,0.589,0.0265,1.192,0.413,0.027,-1.118,0.027,11.572971,0.002771,0.665418,0.0048
357,6.6992,61.0609,0.4779,0.0405,2.942,-2.926,0.042,0.307,0.041,16.184246,0.00279,1.08763,0.0063
358,6.6115,61.0641,0.339,0.0398,3.938,-3.473,0.042,-1.857,0.04,16.187,0.00279,0.972333,0.0062
359,6.655,61.0667,0.1083,0.1364,4.974,-3.895,0.137,-3.093,0.141,17.607494,0.003146,1.296415,0.0097
360,6.6453,61.0699,0.3499,0.0416,4.351,-2.74,0.042,-3.38,0.041,16.11497,0.002788,1.137478,0.0062
361,6.6565,61.0643,0.1204,0.0815,1.413,-1.342,0.085,-0.442,0.087,17.512196,0.002908,1.411831,0.0089
362,6.6617,61.071,-0.8288,0.3872,6.148,-5.145,0.391,-3.365,0.403,18.213646,0.006426,1.485857,0.0172
363,6.6467,61.0732,0.1627,0.1275,0.156,0.098,0.129,-0.121,0.134,18.288347,0.003097,1.401329,0.0214
364,6.6685,61.0746,0.3896,0.0786,0.277,0.275,0.084,0.029,0.078,17.450996,0.002874,1.284786,0.0128
365,6.6513,61.0772,0.4868,0.1256,2.998,-2.99,0.129,-0.213,0.129,18.245853,0.003039,1.276453,0.0235
366,6.6711,61.0712,0.2713,0.2032,1.084,-0.165,0.234,-1.071,0.429,17.923525,0.003954,nan,nan
367,6.67,61.072,0.2749,0.0348,2.259,-2.115,0.037,-0.794,0.035,15.930934,0.002782,1.061307,0.0057
368,6.6717,61.0711,-0.1822,0.1279,3.283,-2.572,0.133,-2.041,0.135,14.899346,0.003021,1.316542,0.0058
369,6.661,61.0682,0.2095,0.0619,2.247,-2.222,0.063,0.331,0.06,16.959148,0.002822,1.517632,0.0073
370,6.6683,61.0647,0.4187,0.0933,3.201,2.79,0.091,-1.569,0.092,17.741493,0.002914,1.32892,0.0159
371,6.6733,61.0629,0.3002,0.0439,6.548,-6.422,0.045,-1.279,0.046,16.349398,0.002793,1.167585,0.007
372,6.6236,61.0775,0.813,0.1147,3.394,-3.39,0.129,-0.167,0.12,18.093966,0.002986,1.526337,0.0193
373,6.6161,61.0752,0.6235,0.0199,4.103,-3.803,0.021,-1.54,0.02,14.65169,0.002763,1.445909,0.0049
374,6.6264,61.0734,0.2549,0.0535,0.34,-0.069,0.055,0.333,0.053,16.73685,0.002815,1.207947,0.0076
375,6.6305,61.0808,-0.0667,0.1267,2.555,-1.784,0.132,1.829,0.129,18.219646,0.003062,1.58107,0.0263
376,6.6197,61.0927,0.2161,0.1032,0.968,-0.096,0.107,0.963,0.107,17.817799,0.002945,1.368309,0.0166
377,6.6174,61.086,0.0953,0.0787,1.389,-1.29,0.079,-0.516,0.079,17.358732,0.002876,1.22179,0.0097
378,6.6262,61.0848,0.438,0.083,2.359,-2.345,0.084,0.26,0.081,17.483278,0.00294,1.39291,0.0125
379,6.4045,61.062,0.4402,0.0974,4.247,-4.22,0.093,0.47,0.091,17.80736,0.002919,1.37488,0.0153
380,6.4104,61.0614,0.8043,0.0213,2.726,2.725,0.021,0.049,0.021,14.764797,0.002764,1.127522,0.0049
381,6.3294,61.0639,0.126,0.1203,2.008,-1.582,0.121,-1.236,0.118,18.179417,0.003014,1.589493,0.0284
382,6.3262,61.0631,0.2346,0.1009,3.894,-3.889,0.099,-0.192,0.097,17.842834,0.002934,1.623581,0.0186
383,6.3806,61.062,0.4075,0.0924,6.676,-6.094,0.09,2.725,0.086,17.695467,0.002917,1.354526,0.013
384,6.3579,61.0656,0.3265,0.0975,4.687,-4.52,0.096,-1.241,0.091,17.7941,0.002914,1.553614,0.0156
385,6.3639,61.0688,0.4479,0.1437,2.092,-1.975,0.144,-0.689,0.138,18.422514,0.003151,1.734461,0.0366
386,6.3601,61.0704,0.1463,0.0649,2.114,1.078,0.066,-1.819,0.06,16.94711,0.002832,1.180765,0.0089
387,6.366,61.0636,0.1309,0.1431,0.881,-0.543,0.14,-0.694,0.135,18.398363,0.00314,1.491243,0.0279
388,6.3687,61.0632,0.2562,0.0189,2.968,-2.845,0.018,-0.846,0.017,14.325083,0.002815,0.769922,0.0054
389,6.3611,61.0619,0.1561,0.058,1.093,-1.062,0.058,0.261,0.056,16.808487,0.00282,2.097839,0.0117
390,6.3635,61.0619,0.5131,0.0475,4.716,-4.382,0.048,-1.742,0.043,16.339296,0.002815,1.212791,0.0075
391,6.39,61.0671,0.3345,0.1493,2.48,-2.402,0.148,-0.62,0.144,18.493517,0.00316,1.517963,0.0256
392,6.3668,61.0712,0.4598,0.0369,4.23,3.074,0.036,-2.905,0.034,15.956699,0.002779,1.273613,0.0066
393,6.3747,61.0696,0.472,0.0935,2.332,-2.237,0.09,-0.657,0.092,17.679342,0.002946,1.293503,0.0163
394,6.3907,61.0717,0.4717,0.0142,3.225,-2.887,0.014,-1.436,0.013,13.53398,0.002772,0.536799,0.0048
395,6.3793,61.068,0.351,0.1311,3.526,-3.245,0.129,-1.378,0.119,17.24468,0.003871,1.378479,0.0117
396,6.3469,61.0627,0.4021,0.0869,8.319,-6.93,0.085,-4.603,0.081,17.611528,0.002889,1.417564,0.0148
397,6.3494,61.0692,0.3486,0.1261,1.489,-1.455,0.128,0.315,0.121,18.2598,0.003043,1.441998,0.0216
398,6.3383,61.0757,0.2058,0.0938,3.899,-3.539,0.093,-1.636,0.089,17.748056,0.002896,1.766676,0.0166
399,6.3309,61.0733,5.0204,0.1019,34.144,-28.035,0.1,-19.488,0.096,17.838928,0.002974,2.824074,0.0266
400,6.3298,61.0761,1.0432,0.0596,4.32,-3.524,0.059,-2.5,0.056,16.936966,0.002823,1.577482,0.0084
401,6.3472,61.0823,0.2503,0.1159,2.699,-2.647,0.118,-0.526,0.112,18.033566,0.003027,1.388269,0.0271
402,6.3499,61.0813,5.5055,0.046,316.362,289.758,0.046,126.987,0.041,12.591471,0.002762,1.29563,0.0047
403,6.3471,61.0804,0.475,0.0211,6.657,-6.616,0.021,-0.736,0.02,14.775273,0.002766,1.346153,0.0051
404,6.5536,61.0642,0.2539,0.0178,3.472,-3.127,0.018,-1.51,0.018,14.34323,0.002766,1.764202,0.005
405,6.5665,61.0607,1.26,0.1057,6.773,-0.47,0.106,-6.757,0.105,17.948841,0.002958,2.372013,0.0216
406,6.5366,61.0681,0.4628,0.0234,4.573,-4.335,0.024,-1.454,0.024,15.008575,0.002765,1.051234,0.005
407,6.4779,61.0637,0.168,0.1372,2.101,-2.036,0.139,0.518,0.143,18.323349,0.003048,1.962706,0.0297
408,6.4759,61.0643,0.3915,0.0946,2.479,-1.496,0.095,-1.977,0.097,17.702347,0.002904,1.42956,0.0168
409,6.4777,61.0645,0.3927,0.0634,1.41,-1.37,0.064,-0.333,0.065,16.98175,0.003241,1.361885,0.0106
410,6.5143,61.0673,0.3868,0.0921,2.185,-1.965,0.092,-0.957,0.086,17.551975,0.002921,1.486185,0.0117
411,6.5071,61.0817,0.4436,0.1263,2.708,-2.669,0.132,-0.461,0.127,18.25147,0.003035,1.63937,0.0258
412,6.5255,61.0748,0.7512,0.0353,0.827,0.818,0.037,0.127,0.035,15.893757,0.002781,1.273826,0.0061
413,6.4936,61.0661,0.2094,0.1142,1.972,-1.841,0.116,0.705,0.11,18.045898,0.002979,2.135519,0.0215
414,6.4895,61.0693,0.1789,0.1482,2.182,-2.18,0.153,-0.073,0.141,18.439095,0.00309,1.727696,0.029
415,6.4749,61.0733,0.1251,0.1262,1.33,-0.742,0.128,-1.104,0.131,18.235567,0.003053,1.543829,0.022
416,6.4807,61.0726,0.405,0.0804,3.633,1.843,0.08,-3.131,0.076,17.408186,0.002863,1.390684,0.0124
417,6.499,61.0689,0.5092,0.0172,4.345,-3.011,0.017,-3.133,0.016,14.296022,0.00276,1.067573,0.0048
418,6.4679,61.0817,0.3416,0.0806,0.931,-0.782,0.086,-0.505,0.085,17.45767,0.002878,1.255821,0.0102
419,6.4799,61.0898,0.3269,0.1122,4.502,-4.445,0.113,0.715,0.107,18.042648,0.00298,1.335955,0.0218
420,6.4787,61.0822,0.3615,0.0328,2.555,-2.49,0.032,0.571,0.031,15.686806,0.002773,1.077172,0.0054
421,6.4962,61.0823,0.3105,0.0711,1.475,-1.14,0.072,-0.936,0.067,17.253714,0.002848,1.290276,0.0106
422,6.5797,61.0607,0.4511,0.0476,2.066,-0.132,0.047,2.062,0.05,16.569319,0.0028,1.330916,0.0072
423,6.5826,61.0639,0.042,0.1374,1.088,0.31,0.14,1.043,0.147,18.004988,0.003196,1.426409,0.0271
424,6.584,61.0663,0.6016,0.1069,3.02,-2.813,0.112,-1.097,0.114,18.048286,0.002973,1.398373,0.0187
425,6.5941,61.0639,0.2487,0.1176,1.644,-1.588,0.121,0.426,0.117,18.165615,0.003006,1.523268,0.0175
426,6.5752,61.0681,0.6061,0.0669,5.372,4.78,0.071,-2.451,0.065,17.163591,0.002834,1.326519,0.0087
427,6.5839,61.0738,0.6882,0.0605,3.727,3.485,0.06,-1.322,0.062,16.932598,0.00282,1.376597,0.0077
428,6.582,61.0768,0.435,0.066,5.58,-5.065,0.067,-2.341,0.068,17.14226,0.002842,1.228147,0.011
429,6.5808,61.0751,0.1069,0.0207,1.643,-1.507,0.021,-0.654,0.022,14.707326,0.002774,2.170293,0.005
430,6.5939,61.0733,1.0181,0.0564,16.092,7.897,0.059,-14.02,0.055,16.840633,0.00282,1.519102,0.0084
431,6.588,61.0686,0.3726,0.0402,2.355,-1.147,0.044,-2.057,0.039,16.140593,0.002789,1.230361,0.0064
432,6.5968,61.0634,0.1598,0.0405,1.341,-0.989,0.041,-0.905,0.039,16.115505,0.00279,2.000423,0.0079
433,6.5581,61.0661,0.2737,0.0587,1.387,-0.896,0.059,-1.059,0.057,16.849907,0.002818,1.364378,0.0083
434,6.5664,61.0666,0.4908,0.0415,8.65,-6.948,0.043,-5.152,0.044,15.772528,0.002785,1.290812,0.0062
435,6.5668,61.0642,0.3455,0.0912,3.153,-3.147,0.095,0.188,0.089,17.727999,0.002915,1.394312,0.012
436,6.5511,61.0711,0.2152,0.0726,5.881,-5.07,0.072,-2.98,0.071,17.272549,0.00284,1.214979,0.0115
437,6.5623,61.075,0.7392,0.0328,3.616,-2.827,0.034,2.255,0.033,15.807709,0.002774,1.213326,0.0054
438,6.5513,61.0762,0.413,0.1293,4.381,-4.38,0.133,0.048,0.13,18.223288,0.0031,1.427202,0.0396
439,6.5422,61.0791,0.3674,0.0229,3.505,-3.327,0.023,-1.101,0.023,14.956348,0.002781,0.548539,0.0052
440,6.5517,61.0768,0.3282,0.0388,5.429,-5.377,0.04,0.75,0.038,16.097855,0.002785,1.060708,0.0065
441,6.5671,61.0679,0.103,0.1164,2.969,-2.414,0.121,-1.727,0.12,18.172972,0.003,1.367226,0.0172
442,6.5572,61.0895,0.1481,0.0297,1.203,-0.18,0.031,-1.189,0.03,15.505879,0.002776,1.932899,0.0055
